categories,id_event,id_location,indirizzo,latitude,longitude,nome,num_events,data,ora_inizio,ora_fine
"Architettura,Arredo,Arte,Moda,Grafica,Living,Product Design",933,2685,"Via Nino Bixio, 27",45.472416700000004,9.210771800000002,Nino Bixio 27,1,2016-04-17,11:00:00,19:30:00
"Architettura,Arredo,Arte,Moda,Grafica,Living,Product Design",933,2685,"Via Nino Bixio, 27",45.472416700000004,9.210771800000002,Nino Bixio 27,1,2016-04-17,11:00:00,19:00:00
"Arredo,Moda,Living,Product Design",549,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-12,10:00:00,21:00:00
"Arredo,Moda,Living,Product Design",549,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-13,10:00:00,17:30:00
"Arredo,Moda,Living,Product Design",549,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-14,10:00:00,21:00:00
"Arredo,Moda,Living,Product Design",549,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-15,10:00:00,00:00:00
"Arredo,Moda,Living,Product Design",549,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-16,10:00:00,21:00:00
"Arredo,Moda,Living,Product Design",549,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-17,10:00:00,18:00:00
"Altro,Arredo,Living",771,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-12,10:00:00,21:00:00
"Altro,Arredo,Living",771,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-13,10:00:00,17:30:00
"Altro,Arredo,Living",771,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-13,18:00:00,22:00:00
"Altro,Arredo,Living",771,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-14,10:00:00,21:00:00
"Altro,Arredo,Living",771,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-15,10:00:00,23:30:00
"Altro,Arredo,Living",771,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-16,10:00:00,21:00:00
"Altro,Arredo,Living",771,2694,"Via Palermo, 8",45.4753874,9.185339,P8 Apartment,2,2016-04-17,10:00:00,18:00:00
"Architettura,Arredo,Arte,Bagno,Cucina,Moda,Living,Product Design",649,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-12,10:00:00,22:00:00
"Architettura,Arredo,Arte,Bagno,Cucina,Moda,Living,Product Design",649,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-13,10:00:00,22:00:00
"Architettura,Arredo,Arte,Bagno,Cucina,Moda,Living,Product Design",649,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-14,10:00:00,22:00:00
"Architettura,Arredo,Arte,Bagno,Cucina,Moda,Living,Product Design",649,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-15,10:00:00,22:00:00
"Architettura,Arredo,Arte,Bagno,Cucina,Moda,Living,Product Design",649,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-16,10:00:00,22:00:00
"Architettura,Arredo,Arte,Bagno,Cucina,Moda,Living,Product Design",649,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-17,10:00:00,22:00:00
Arredo,879,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-12,18:00:00,22:30:00
Arredo,879,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-13,18:00:00,23:30:00
Arredo,879,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-14,18:00:00,22:00:00
Arredo,879,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-14,18:00:00,22:00:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-12,10:00:00,22:00:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-12,19:00:00,23:30:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-13,10:00:00,22:00:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-13,19:00:00,23:30:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-14,10:00:00,22:00:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-14,18:00:00,22:00:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-14,18:00:00,22:00:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-14,18:00:00,22:00:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-15,10:00:00,22:00:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-15,18:00:00,22:00:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-16,10:00:00,22:00:00
"Architettura,Arredo,Bagno,Cucina,Esterni,Living,Product Design",774,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-17,10:00:00,14:00:00
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",913,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-12,10:00:00,22:00:00
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",913,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-12,19:00:00,23:30:00
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",913,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-13,10:00:00,22:00:00
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",913,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-13,18:00:00,23:30:00
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",913,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-14,10:00:00,22:00:00
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",913,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-14,18:00:00,22:00:00
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",913,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-14,18:00:00,22:00:00
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",913,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-15,10:00:00,22:00:00
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",913,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-16,10:00:00,22:00:00
"Architettura,Arredo,Bagno,Conferenze, workshop,Cucina,Esterni,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",913,2736,"Via Solferino, 24",45.475874600000004,9.187382800000002,MetroQuality,4,2016-04-17,10:00:00,22:00:00
"Party,Product Design,Tecnologia",1369,2737,"Via Giuseppe Sapeto, 3",45.4587901,9.1768686,IDEAFACTORY Store,1,2016-04-14,19:30:00,22:30:00
"Installazioni,Tecnologia",634,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-12,10:00:00,21:00:00
"Installazioni,Tecnologia",634,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-13,10:00:00,21:00:00
"Installazioni,Tecnologia",634,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-14,10:00:00,21:00:00
"Installazioni,Tecnologia",634,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-15,10:00:00,21:00:00
"Installazioni,Tecnologia",634,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-16,10:00:00,21:00:00
"Installazioni,Tecnologia",634,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-17,10:00:00,21:00:00
"Arte,Illuminazione,Living,Tecnologia",758,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-12,10:00:00,21:00:00
"Arte,Illuminazione,Living,Tecnologia",758,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-13,10:00:00,21:00:00
"Arte,Illuminazione,Living,Tecnologia",758,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-14,10:00:00,21:00:00
"Arte,Illuminazione,Living,Tecnologia",758,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-15,10:00:00,21:00:00
"Arte,Illuminazione,Living,Tecnologia",758,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-16,10:00:00,21:00:00
"Arte,Illuminazione,Living,Tecnologia",758,2719,"via S. Carpoforo, 9 - via Fiori Chiari 17/a",45.471734600000005,9.1850194,Rimessa dei Fiori,2,2016-04-17,10:00:00,21:00:00
"Materiali speciali,Product Design",1404,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-12,10:00:00,18:00:00
"Materiali speciali,Product Design",1404,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-13,10:00:00,20:00:00
"Materiali speciali,Product Design",1404,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-14,10:00:00,20:00:00
"Materiali speciali,Product Design",1404,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-15,10:00:00,20:00:00
"Materiali speciali,Product Design",1404,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-15,18:00:00,23:00:00
"Materiali speciali,Product Design",1404,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-16,10:00:00,20:00:00
"Materiali speciali,Product Design",1404,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-17,10:00:00,20:00:00
"Altro,Architettura,Arredo,Arte,Bagno,Esterni,Living,Product Design",812,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-12,10:00:00,22:00:00
"Altro,Architettura,Arredo,Arte,Bagno,Esterni,Living,Product Design",812,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-13,10:00:00,22:00:00
"Altro,Architettura,Arredo,Arte,Bagno,Esterni,Living,Product Design",812,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-14,10:00:00,22:00:00
"Altro,Architettura,Arredo,Arte,Bagno,Esterni,Living,Product Design",812,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-15,10:00:00,22:00:00
"Altro,Architettura,Arredo,Arte,Bagno,Esterni,Living,Product Design",812,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-15,18:00:00,23:00:00
"Altro,Architettura,Arredo,Arte,Bagno,Esterni,Living,Product Design",812,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-16,10:00:00,22:00:00
"Altro,Architettura,Arredo,Arte,Bagno,Esterni,Living,Product Design",812,2718,"Via Solferino, 42",45.478488,9.1885166,Cement Design Space & Microfloor,2,2016-04-17,10:00:00,22:00:00
"Arredo,Illuminazione,Living,Product Design",36,2709,Via Pietro Giannone 3 Bis,45.4789911,9.1790435,Garibaldi Connection,1,2016-04-12,10:30:00,19:00:00
"Arredo,Illuminazione,Living,Product Design",36,2709,Via Pietro Giannone 3 Bis,45.4789911,9.1790435,Garibaldi Connection,1,2016-04-13,10:30:00,19:00:00
"Arredo,Illuminazione,Living,Product Design",36,2709,Via Pietro Giannone 3 Bis,45.4789911,9.1790435,Garibaldi Connection,1,2016-04-14,10:30:00,19:00:00
"Arredo,Illuminazione,Living,Product Design",36,2709,Via Pietro Giannone 3 Bis,45.4789911,9.1790435,Garibaldi Connection,1,2016-04-15,10:30:00,19:00:00
"Arredo,Illuminazione,Living,Product Design",36,2709,Via Pietro Giannone 3 Bis,45.4789911,9.1790435,Garibaldi Connection,1,2016-04-16,10:30:00,19:00:00
"Arredo,Illuminazione,Living,Product Design",36,2709,Via Pietro Giannone 3 Bis,45.4789911,9.1790435,Garibaldi Connection,1,2016-04-17,10:30:00,12:30:00
"Giochi, giocattoli,Product Design",1041,2706,"Via Giulio Cesare Procaccini, 11",45.483798,9.174087,QF11,1,2016-04-12,15:00:00,17:00:00
"Giochi, giocattoli,Product Design",1041,2706,"Via Giulio Cesare Procaccini, 11",45.483798,9.174087,QF11,1,2016-04-13,10:00:00,17:00:00
"Giochi, giocattoli,Product Design",1041,2706,"Via Giulio Cesare Procaccini, 11",45.483798,9.174087,QF11,1,2016-04-14,10:00:00,17:00:00
"Giochi, giocattoli,Product Design",1041,2706,"Via Giulio Cesare Procaccini, 11",45.483798,9.174087,QF11,1,2016-04-15,10:00:00,17:00:00
"Food & beverage,Product Design,Tecnologia",866,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-12,10:00:00,22:00:00
"Food & beverage,Product Design,Tecnologia",866,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-13,10:00:00,22:00:00
"Food & beverage,Product Design,Tecnologia",866,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-14,10:00:00,22:00:00
"Food & beverage,Product Design,Tecnologia",866,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-15,10:00:00,00:00:00
"Food & beverage,Product Design,Tecnologia",866,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-16,10:00:00,22:00:00
"Food & beverage,Product Design,Tecnologia",866,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-17,10:00:00,22:00:00
"Cucina,Food & beverage",873,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-12,11:00:00,20:00:00
"Cucina,Food & beverage",873,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-13,18:30:00,22:00:00
"Cucina,Food & beverage",873,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-14,18:30:00,21:00:00
"Cucina,Food & beverage",873,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-15,18:30:00,21:00:00
"Cucina,Food & beverage",873,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-16,11:00:00,20:00:00
"Cucina,Food & beverage",873,2766,"Via Dei Canzi, 14",45.4788808,9.242973,Ventura Lambrate (Canzi 14),2,2016-04-17,11:00:00,20:00:00
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-12,10:00:00,20:00:00
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-13,10:00:00,22:00:00
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-13,18:00:00,20:00:00
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-14,10:00:00,20:00:00
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-15,10:00:00,20:00:00
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-16,10:00:00,20:00:00
"Architettura,Arte,Esterni,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",968,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-17,10:00:00,17:00:00
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-12,10:00:00,20:00:00
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-13,10:00:00,22:00:00
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-14,10:00:00,20:00:00
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-15,10:00:00,20:00:00
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-16,10:00:00,20:00:00
"Altro,Architettura,Esterni,Installazioni,Materiali speciali,Product Design",1014,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-17,10:00:00,18:00:00
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-12,10:00:00,20:00:00
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-13,10:00:00,22:00:00
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-14,10:00:00,20:00:00
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-15,10:00:00,20:00:00
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-16,10:00:00,20:00:00
"Arredo,Illuminazione,Installazioni,Living,Product Design,Tecnologia",632,2773,"Via Giovanni Ventura, 6",45.4840408,9.243488300000001,Ventura Lambrate (Ventura 6),3,2016-04-17,10:00:00,18:00:00
"Altro,Arte,Product Design",1303,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-12,00:00:00,23:30:00
"Altro,Arte,Product Design",1303,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-13,18:00:00,22:00:00
"Altro,Arte,Product Design",1303,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-14,00:00:00,23:30:00
"Altro,Arte,Product Design",1303,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-15,00:00:00,23:30:00
"Altro,Arte,Product Design",1303,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-16,00:00:00,23:30:00
"Altro,Arte,Product Design",1303,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-17,00:00:00,23:30:00
Arredo,1143,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-12,11:00:00,18:00:00
Arredo,1143,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-13,11:00:00,18:00:00
Arredo,1143,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-14,11:00:00,18:00:00
Arredo,1143,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-15,11:00:00,18:00:00
Arredo,1143,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-16,11:00:00,18:00:00
Arredo,1143,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-17,11:00:00,18:00:00
Product Design,1013,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-12,10:00:00,20:00:00
Product Design,1013,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-13,10:00:00,22:00:00
Product Design,1013,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-14,10:00:00,20:00:00
Product Design,1013,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-15,10:00:00,20:00:00
Product Design,1013,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-16,10:00:00,20:00:00
Product Design,1013,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-17,10:00:00,18:00:00
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-12,01:00:00,01:00:00
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-12,10:00:00,20:00:00
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-13,10:00:00,22:00:00
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-14,10:00:00,20:00:00
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-15,10:00:00,20:00:00
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-16,10:00:00,20:00:00
"Altro,Arredo,Grafica,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",1156,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-17,10:00:00,18:00:00
"Arredo,Installazioni",850,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-12,10:00:00,20:00:00
"Arredo,Installazioni",850,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-13,10:00:00,22:00:00
"Arredo,Installazioni",850,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-14,10:00:00,20:00:00
"Arredo,Installazioni",850,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-15,10:00:00,20:00:00
"Arredo,Installazioni",850,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-16,10:00:00,20:00:00
"Arredo,Installazioni",850,2774,"Via Giovanni Ventura, 15",45.4841916,9.2448054,Ventura Lambrate (Ventura 15),5,2016-04-17,10:00:00,18:00:00
"Altro,Installazioni,Tecnologia",959,2778,"Via Massimiano, 23",45.4838791,9.2439323,Ventura Lambrate (Massimiano 23),1,2016-04-12,10:00:00,20:00:00
"Altro,Installazioni,Tecnologia",959,2778,"Via Massimiano, 23",45.4838791,9.2439323,Ventura Lambrate (Massimiano 23),1,2016-04-13,21:00:00,22:00:00
"Altro,Installazioni,Tecnologia",959,2778,"Via Massimiano, 23",45.4838791,9.2439323,Ventura Lambrate (Massimiano 23),1,2016-04-14,10:00:00,20:00:00
"Altro,Installazioni,Tecnologia",959,2778,"Via Massimiano, 23",45.4838791,9.2439323,Ventura Lambrate (Massimiano 23),1,2016-04-15,10:00:00,20:00:00
