categories,id_event,latitude,longitude,participations
"('Arredo', 'Living', 'Product Design')",804,45.4827626,9.1833932,14
"('Arredo', 'Bagno', 'Living')",806,45.4771748,9.1861521,29
"('Architettura', 'Arredo', 'Arte', 'Installazioni', 'Living', 'Materiali speciali', 'Product Design', 'Tecnologia')",1536,45.4771748,9.1861521,1
"('Altro', 'Architettura', 'Product Design')",811,45.4806729,9.1964779,84
"('Altro', 'Tecnologia')",816,45.4793654,9.1869845,16
"('Food & beverage',)",818,45.478628,9.1882898,54
"('Architettura', 'Arredo', 'Grafica', 'Product Design')",823,45.4714562,9.1848642,5
"('Arredo', 'Esterni', 'Living', 'Product Design')",831,45.4695491,9.1867512,3
"('Arredo', 'Moda', 'Product Design')",684,45.4710069,9.1844202,13
"('Arredo', 'Product Design')",686,45.4686382,9.1915023,10
"('Architettura', 'Product Design')",690,45.4721368,9.1839158,14
"('Altro', 'Architettura', 'Arredo', 'Living', 'Product Design')",691,45.4716588,9.1856902,11
"('Architettura', 'Arredo', 'Cucina', 'Grafica', 'Illuminazione', 'Living', 'Product Design')",692,45.4766991,9.1861849,15
"('Arredo', 'Living', 'Product Design')",694,45.4704565,9.1875381,8
"('Arredo', 'Living', 'Product Design')",696,45.4734238,9.184785,9
"('Arredo', 'Product Design')",1053,45.47998,9.19006,18
"('Arredo', 'Product Design')",698,45.47998,9.19006,56
"('Altro', 'Arredo', 'Living', 'Product Design', 'Tecnologia')",704,45.4717915,9.1861611,24
"('Altro', 'Architettura', 'Arredo', 'Gioielli', 'Illuminazione', 'Living', 'Product Design')",705,45.4814255,9.1882961,27
"('Arredo', 'Esterni', 'Illuminazione', 'Living', 'Product Design')",706,45.4683122,9.1840027,20
"('Arredo', 'Cucina', 'Living', 'Product Design')",708,45.4748209,9.1868156,28
"('Conferenze, workshop', 'Product Design')",1035,45.4748209,9.1868156,3
"('Architettura', 'Arredo', 'Living', 'Product Design')",710,45.4723593,9.1850931,11
"('Altro', 'Moda', 'Gioielli', 'Illuminazione')",730,45.4781605,9.1884523,15
"('Arredo', 'Arte', 'Product Design')",731,45.4734809,9.1880089,10
"('Arredo', 'Product Design')",733,45.472513,9.1855901,1
"('Esterni', 'Living', 'Product Design')",738,45.4730412,9.186466,6
"('Altro', 'Arredo', 'Bagno', 'Cucina', 'Living', 'Tecnologia')",740,45.4703588,9.1864982,37
"('Architettura', 'Arredo', 'Living', 'Product Design', 'Tecnologia')",742,45.478749,9.1854494,6
"('Cucina', 'Living', 'Tecnologia')",744,45.4745038,9.188312,19
"('Arredo', 'Product Design')",748,45.4754241,9.1845611,5
"('Arredo', 'Arte')",761,45.4697063,9.1867206,16
"('Moda',)",760,45.4753648,9.1854814,13
"('Altro', 'Architettura', 'Product Design')",755,45.47058,9.18363,6
"('Product Design',)",1004,45.45342,9.1648,34
"('Altro', 'Arredo', 'Installazioni', 'Materiali speciali', 'Product Design')",1020,45.4842225,9.2452732,3
"('Altro', 'Arredo', 'Installazioni', 'Materiali speciali', 'Product Design')",1021,45.4842225,9.2452732,13
"('Moda', 'Food & beverage', 'Living', 'Party')",1030,45.48707,9.23607,19
"('Arte', 'Moda', 'Food & beverage', 'Living', 'Party')",1027,45.48707,9.23607,21
"('Altro', 'Arredo', 'Arte', 'Esterni', 'Installazioni', 'Product Design', 'Tecnologia')",1049,45.4819818,9.2491725,65
"('Altro', 'Arredo', 'Illuminazione', 'Installazioni', 'Living', 'Product Design')",1051,45.4842945,9.2424976,17
"('Architettura', 'Grafica', 'Installazioni', 'Party', 'Tecnologia')",1108,45.4842945,9.2424976,17
"('Living', 'Product Design')",805,45.4654219,9.1859243,10
"('Architettura', 'Arredo', 'Living', 'Product Design')",739,45.4719867,9.188147,35
"('Altro', 'Arredo', 'Cucina', 'Esterni', 'Installazioni', 'Materiali speciali', 'Product Design')",1134,45.4719867,9.188147,6
"('Altro', 'Arredo', 'Arte', 'Materiali speciali', 'Product Design')",702,45.4696002,9.1835282,34
"('Arredo', 'Product Design')",682,45.4722352,9.1850716,9
"('Arredo', 'Living', 'Product Design')",796,45.4750291,9.1864601,5
"('Arredo', 'Esterni')",845,45.4750291,9.1864601,2
"('Altro', 'Conferenze, workshop', 'Cucina', 'Food & beverage', 'Living', 'Product Design')",1099,45.4598852,9.1756544,18
"('Illuminazione', 'Product Design')",901,45.4752736,9.1852913,12
"('Grafica',)",1154,45.453653,9.1721375,103
"('Cucina', 'Installazioni')",667,45.4537785,9.1629472,43
(),1192,45.4655675,9.1997484,29
"('Food & beverage', 'Installazioni')",662,45.4527115,9.1656418,149
"('Installazioni',)",1209,45.4516697,9.1628374,48
"('Materiali speciali',)",672,45.45383,9.1629,53
"('Arredo', 'Arte', 'Grafica')",1221,45.4573508,9.1809623,1
(),1230,45.4516697,9.1628374,23
(),1233,45.4516697,9.1628374,11
"('Altro',)",661,45.4516697,9.1628374,35
"('Arredo', 'Illuminazione', 'Living', 'Product Design')",1322,45.4516697,9.1628374,3
(),1234,45.4516697,9.1628374,12
"('Arredo', 'Living', 'Product Design')",1211,45.4649218,9.1976842,3
"('Product Design',)",699,45.4830905,9.1832996,190
"('Arredo', 'Arte', 'Party', 'Product Design', 'Tecnologia')",1316,45.45253,9.18577,1
"('Architettura', 'Arredo', 'Installazioni', 'Living', 'Product Design')",1342,45.4522017,9.1831142,18
"('Altro', 'Arredo')",1378,45.4516697,9.1628374,16
"('Product Design',)",1379,45.4516697,9.1628374,21
"('Arredo', 'Living', 'Materiali speciali', 'Party')",1523,45.4783862,9.1817454,4
"('Installazioni',)",1438,45.4601012,9.194516,23
"('Product Design',)",1285,45.4710693,9.1844009,5
"('Architettura', 'Product Design', 'Tecnologia')",1463,45.4601501,9.1945482,13
"('Arredo', 'Product Design')",1467,45.4601351,9.1945268,7
"('Altro',)",1466,45.4601351,9.1945268,8
(),1471,45.4601727,9.194575,5
"('Installazioni',)",1472,45.4601614,9.1945375,17
"('Illuminazione', 'Living', 'Product Design', 'Tecnologia')",1447,45.4724958,9.1876391,25
"('Arredo', 'Living', 'Product Design')",1489,45.4710683,9.1931905,8
"('Grafica',)",1497,45.4654219,9.1859243,27
"('Food & beverage',)",1521,45.4687692,9.1842792,17
"('Arredo', 'Illuminazione', 'Living', 'Product Design')",768,45.4829908,9.1833586,15
"('Arredo', 'Living', 'Product Design')",735,45.475264,9.1855538,129
"('Arredo',)",596,45.451,9.160395,52
"('Architettura', 'Arredo', 'Bagno', 'Cucina', 'Illuminazione', 'Living', 'Product Design')",683,45.476621,9.185656,63
"('Installazioni',)",1446,45.472478,9.188674,28
"('Arredo', 'Esterni', 'Product Design')",1450,45.472478,9.188674,15
"('Architettura', 'Arredo', 'Grafica', 'Living', 'Tecnologia')",817,45.4806832,9.186715,39
"('Bagno', 'Cucina', 'Product Design', 'Tecnologia')",724,45.4778411,9.1881534,32
"('Architettura', 'Arredo', 'Arte', 'Bagno', 'Cucina', 'Living', 'Product Design', 'Tecnologia')",736,45.4713538,9.182552,11
"('Architettura', 'Arredo', 'Arte', 'Bagno', 'Cucina', 'Living', 'Materiali speciali', 'Party', 'Product Design')",1017,45.4713538,9.182552,5
"('Architettura', 'Arredo', 'Arte', 'Moda', 'Living', 'Product Design')",802,45.4731321,9.1916239,66
"('Arredo', 'Cucina', 'Food & beverage', 'Illuminazione', 'Living', 'Party', 'Product Design', 'Tecnologia')",1226,45.4655381,9.1645672,18
"('Architettura', 'Arredo', 'Living', 'Product Design')",688,45.4770009,9.1886253,27
"('Architettura', 'Arredo', 'Esterni', 'Living', 'Product Design')",100,45.4770009,9.1886253,64
"('Architettura', 'Arredo', 'Illuminazione', 'Living', 'Product Design')",715,45.4770009,9.1886253,20
"('Altro', 'Architettura', 'Arredo', 'Bagno', 'Illuminazione', 'Living', 'Product Design')",712,45.4779792,9.1890166,26
"('Architettura', 'Arredo', 'Bagno', 'Illuminazione', 'Party', 'Product Design')",101,45.4779792,9.1890166,13
"('Arredo',)",625,45.4507024,9.1579861,54
"('Arredo', 'Living', 'Product Design')",790,45.47117,9.18514,15
"('Architettura', 'Living', 'Product Design', 'Tecnologia')",701,45.47029,9.18781,31
"('Bagno', 'Product Design')",703,45.47272,9.18664,34
"('Architettura', 'Arredo', 'Esterni', 'Illuminazione', 'Living')",732,45.4721368,9.1839158,8
"('Product Design',)",825,45.4830341,9.1833532,139
"('Altro', 'Esterni', 'Installazioni')",1235,45.47458,9.204085,10
"('Arredo', 'Arte', 'Esterni', 'Installazioni', 'Materiali speciali', 'Party', 'Product Design')",1399,45.47458,9.204085,8
"('Arredo', 'Arte', 'Installazioni', 'Living', 'Product Design')",79,45.4841525,9.2413344,28
"('Architettura', 'Arredo', 'Esterni', 'Grafica', 'Illuminazione', 'Living', 'Materiali speciali', 'Product Design')",1620,45.4596372,9.1797034,2
"('Food & beverage',)",1624,45.4634375,9.1872281,6
"('Arte',)",1612,45.4688036,9.171419,1
"('Moda', 'Gioielli')",1613,45.4788302,9.1845444,3
"('Architettura', 'Arredo', 'Esterni', 'Food & beverage', 'Materiali speciali', 'Party', 'Product Design')",1618,45.4709593,9.2066018,9
"('Arredo', 'Living', 'Product Design')",1615,45.4671664,9.1834535,3
"('Food & beverage', 'Grafica', 'Party')",1622,45.4878393,9.1890398,1
"('Altro', 'Arredo', 'Conferenze, workshop', 'Giochi, giocattoli', 'Illuminazione', 'Installazioni', 'Living', 'Party', 'Tecnologia')",1623,45.4522732,9.1823861,6
"('Altro', 'Arte', 'Conferenze, workshop', 'Installazioni', 'Materiali speciali', 'Product Design')",1633,45.4866297,9.1887132,2
"('Arte',)",1636,45.46696,9.194366,2
"('Arredo',)",1634,45.4518153,9.1760435,2
(),1638,45.4537215,9.1625376,25
"('Arredo', 'Arte', 'Moda', 'Gioielli', 'Materiali speciali')",1639,45.4624151,9.1744899,2
"('Arte', 'Moda')",1640,45.4624151,9.1744899,1
(),1642,45.4596615,9.1793833,21
"('Materiali speciali', 'Product Design')",1643,45.4410546,9.2057135,84
"('Arredo', 'Living', 'Materiali speciali', 'Product Design')",1644,45.4577283,9.1832468,17
"('Altro', 'Arte', 'Installazioni', 'Materiali speciali')",1647,45.4765665,9.217424,1
"('Arredo', 'Arte', 'Installazioni')",1648,45.4660736,9.2021529,84
"('Architettura', 'Arredo', 'Arte', 'Bagno', 'Cucina', 'Esterni', 'Illuminazione', 'Living')",1649,45.4536292,9.1682489,1
"('Architettura', 'Arredo', 'Arte', 'Living', 'Materiali speciali')",1651,45.4574529,9.1916373,3
"('Altro', 'Arredo', 'Living')",1650,45.474478,9.1835085,1
"('Arredo', 'Arte', 'Cucina', 'Food & beverage', 'Installazioni', 'Party')",1652,45.4157954,9.2401305,4
"('Installazioni',)",1653,45.4726541,9.186198,12
"('Product Design',)",1654,45.4637059,9.1861316,5
"('Arte',)",1655,45.46587,9.18373,7
(),1656,45.466733,9.187186,2
"('Arredo', 'Product Design')",1657,45.4672793,9.1869646,3
(),1658,45.4562858,9.1601623,6
"('Architettura', 'Arredo', 'Illuminazione', 'Installazioni', 'Party', 'Product Design')",1660,45.4637832,9.196994,2
"('Arredo', 'Moda', 'Installazioni', 'Product Design')",1659,45.4533796,9.1678477,2
"('Party',)",1663,45.4738848,9.2426587,5
"('Arte', 'Gioielli', 'Grafica', 'Installazioni', 'Materiali speciali', 'Product Design')",1494,45.7128923,9.084831,1
"('Arredo', 'Arte', 'Living', 'Product Design')",1341,45.4644041,9.1811545,1
