categories,id_event,latitude,longitude,timeslot,position_count,cell,activity
"Altro,Architettura,Arredo,Moda,Grafica",1186,45.4515837,9.1802343,2,75,9444046,19444
"Altro,Architettura,Arredo,Moda,Grafica",1186,45.4515837,9.1802343,3,131,9444046,20252
"Food & beverage,Party",1167,45.4773631,9.2087592,1,122,9293955,22434
"Food & beverage,Party",1167,45.4773631,9.2087592,2,195,9293955,33138
"Food & beverage,Party",1167,45.4773631,9.2087592,3,27,9293955,30729
"Altro,Architettura,Arte",1204,45.4663592,9.1912448,2,463,9358276,90378
"Arte,Party",1158,45.4488161,9.1594586,3,43,9458329,6529
"Moda,Party",1218,45.4598778,9.1906516,3,120,9394016,26652
"Illuminazione,Installazioni",1453,45.4598778,9.1906516,3,120,9394016,26652
"Party,Product Design",1056,45.459812,9.191629,3,177,9394016,26652
"Arredo,Party,Product Design",1152,45.459812,9.191629,3,177,9394016,26652
"Arte,Illuminazione,Installazioni",1455,45.4598778,9.1906516,3,120,9394016,26652
,64,45.4598778,9.1906516,3,120,9394016,26652
"Illuminazione,Installazioni",1453,45.4598778,9.1906516,1,126,9394016,28837
"Party,Product Design",1056,45.459812,9.191629,1,157,9394016,28837
"Arredo,Party,Product Design",1152,45.459812,9.191629,1,157,9394016,28837
"Arte,Illuminazione,Installazioni",1455,45.4598778,9.1906516,1,126,9394016,28837
,64,45.4598778,9.1906516,1,126,9394016,28837
"Illuminazione,Installazioni",1453,45.4598778,9.1906516,2,327,9394016,44507
"Party,Product Design",1056,45.459812,9.191629,2,377,9394016,44507
"Arredo,Party,Product Design",1152,45.459812,9.191629,2,377,9394016,44507
"Arte,Illuminazione,Installazioni",1455,45.4598778,9.1906516,2,327,9394016,44507
,64,45.4598778,9.1906516,2,327,9394016,44507
"Arredo,Living",1392,45.468918,9.2071381,1,35,9343990,17300
"Arredo,Living",1392,45.468918,9.2071381,2,25,9343990,22093
"Arredo,Living",1392,45.468918,9.2071381,3,61,9343990,18540
"Arredo,Giochi, giocattoli,Living,Materiali speciali",1237,45.467734,9.1637605,1,109,9351112,13277
"Arredo,Giochi, giocattoli,Living,Materiali speciali",1237,45.467734,9.1637605,2,56,9351112,18285
"Arredo,Giochi, giocattoli,Living,Materiali speciali",1237,45.467734,9.1637605,3,7,9351112,14135
"Arredo,Arte,Illuminazione,Materiali speciali",1246,45.4511653,9.179896,1,48,9444045,16691
"Arredo,Arte,Illuminazione,Materiali speciali",1246,45.4511653,9.179896,2,89,9444045,21922
"Arredo,Arte,Illuminazione,Materiali speciali",1246,45.4511653,9.179896,3,88,9444045,23928
"Architettura,Arredo,Installazioni,Living,Materiali speciali,Product Design",1243,45.4481578,9.205271,1,18,9458357,13688
"Architettura,Arredo,Installazioni,Living,Materiali speciali,Product Design",1243,45.4481578,9.205271,2,31,9458357,17284
"Architettura,Arredo,Installazioni,Living,Materiali speciali,Product Design",1243,45.4481578,9.205271,3,19,9458357,17873
Arte,1251,45.450869,9.1935409,3,167,9444054,23094
Arte,1251,45.450869,9.1935409,0,4,9444054,11891
"Altro,Arte,Installazioni,Party",1253,45.4466683,9.1551668,3,302,9465475,8261
"Altro,Architettura,Arredo,Arte,Bagno,Cucina,Esterni,Food & beverage,Grafica,Illuminazione,Living,Materiali speciali,Party,Product Design",1433,45.4674469,9.1982434,3,74,9351132,40931
"Architettura,Arredo,Arte,Cucina,Food & beverage,Living,Party,Product Design,Tecnologia",1435,45.4674469,9.1982434,3,74,9351132,40931
"Architettura,Arredo,Esterni,Moda,Food & beverage,Installazioni,Living,Materiali speciali,Party,Product Design,Tecnologia",1428,45.4674469,9.1982434,3,74,9351132,40931
"Altro,Architettura,Arredo,Cucina,Esterni,Food & beverage,Living,Materiali speciali,Product Design,Tecnologia",1423,45.4674469,9.1982434,3,74,9351132,40931
"Altro,Architettura,Arredo,Arte,Bagno,Conferenze, workshop,Cucina,Esterni,Moda,Food & beverage,Living,Materiali speciali,Party,Product Design,Tecnologia",1440,45.4674469,9.1982434,3,74,9351132,40931
Illuminazione,1257,45.4668215,9.1983054,3,66,9351132,40931
"Arredo,Arte,Cucina,Moda,Living",1482,45.4671449,9.1979536,3,70,9351132,40931
"Altro,Architettura,Arredo,Cucina,Esterni,Food & beverage,Living,Materiali speciali,Product Design,Tecnologia",1423,45.4674469,9.1982434,1,235,9351132,35896
Illuminazione,1257,45.4668215,9.1983054,1,220,9351132,35896
"Arredo,Arte,Cucina,Moda,Living",1482,45.4671449,9.1979536,1,203,9351132,35896
"Altro,Architettura,Arredo,Cucina,Esterni,Food & beverage,Living,Materiali speciali,Product Design,Tecnologia",1423,45.4674469,9.1982434,2,516,9351132,75487
Illuminazione,1257,45.4668215,9.1983054,2,645,9351132,75487
"Arredo,Arte,Cucina,Moda,Living",1482,45.4671449,9.1979536,2,508,9351132,75487
"Altro,Living,Product Design,Tecnologia",633,45.490477,9.215694,2,75,9215331,11006
"Altro,Living,Product Design,Tecnologia",633,45.490477,9.215694,3,92,9215331,9773
"Altro,Living,Product Design,Tecnologia",633,45.490477,9.215694,1,45,9215331,8533
"Architettura,Arredo,Arte,Bagno,Cucina,Living,Materiali speciali",1331,45.4823853,9.2013632,1,44,9265358,15805
"Architettura,Arredo,Arte,Bagno,Cucina,Living,Materiali speciali",1331,45.4823853,9.2013632,2,109,9265358,21682
"Architettura,Arredo,Arte,Bagno,Cucina,Living,Materiali speciali",1331,45.4823853,9.2013632,3,28,9265358,16087
"Architettura,Arte",1263,45.44421,9.20537,3,57,9479801,3808
"Arredo,Living",1567,45.461884,9.1816063,1,169,9379714,62151
"Altro,Moda,Party",1264,45.461884,9.1816063,1,169,9379714,62151
"Arredo,Living",1567,45.461884,9.1816063,2,213,9379714,95974
"Altro,Moda,Party",1264,45.461884,9.1816063,2,213,9379714,95974
"Arredo,Living",1567,45.461884,9.1816063,3,83,9379714,75111
"Altro,Moda,Party",1264,45.461884,9.1816063,3,83,9379714,75111
"Moda,Gioielli,Product Design",1272,45.4565863,9.1839363,1,65,9415456,17347
"Moda,Gioielli,Product Design",1272,45.4565863,9.1839363,2,213,9415456,25723
"Moda,Gioielli,Product Design",1272,45.4565863,9.1839363,3,49,9415456,18937
"Arredo,Arte,Product Design",1273,45.4519871,9.2050853,3,70,9436912,25258
"Arredo,Arte,Product Design",1273,45.4519871,9.2050853,1,60,9436912,19589
"Arredo,Arte,Product Design",1273,45.4519871,9.2050853,2,100,9436912,24752
"Arredo,Arte,Moda,Food & beverage,Giochi, giocattoli,Installazioni,Living,Product Design",1278,45.4659588,9.1986881,1,243,9358281,26314
,1192,45.4655675,9.1997484,1,138,9358281,26314
"Arredo,Arte,Moda,Food & beverage,Giochi, giocattoli,Installazioni,Living,Product Design",1278,45.4659588,9.1986881,2,706,9358281,52062
,1192,45.4655675,9.1997484,2,624,9358281,52062
"Arredo,Arte,Moda,Food & beverage,Giochi, giocattoli,Installazioni,Living,Product Design",1278,45.4659588,9.1986881,3,70,9358281,30898
,1192,45.4655675,9.1997484,3,43,9358281,30898
"Architettura,Arte,Installazioni,Materiali speciali,Party",1279,45.4766971,9.1895921,2,197,9293943,24367
"Architettura,Arredo,Living,Product Design",688,45.4770009,9.1886253,2,387,9293943,24367
"Architettura,Arredo,Esterni,Living,Product Design",100,45.4770009,9.1886253,2,387,9293943,24367
"Architettura,Arredo,Illuminazione,Living,Product Design",715,45.4770009,9.1886253,2,387,9293943,24367
"Architettura,Arte,Installazioni,Materiali speciali,Party",1279,45.4766971,9.1895921,3,61,9293943,19425
"Altro,Arte,Grafica,Product Design",832,45.4769859,9.1885234,3,179,9293943,19425
"Architettura,Arredo,Living,Product Design",688,45.4770009,9.1886253,3,172,9293943,19425
"Architettura,Arredo,Esterni,Living,Product Design",100,45.4770009,9.1886253,3,172,9293943,19425
"Architettura,Arredo,Illuminazione,Living,Product Design",715,45.4770009,9.1886253,3,172,9293943,19425
"Arte,Moda,Grafica,Installazioni,Materiali speciali",1280,45.4644965,9.1963556,1,149,9365427,45045
"Arte,Moda,Grafica,Installazioni,Materiali speciali",1280,45.4644965,9.1963556,2,276,9365427,110220
"Arte,Moda,Grafica,Installazioni,Materiali speciali",1280,45.4644965,9.1963556,3,72,9365427,55781
"Altro,Arte,Conferenze, workshop,Esterni,Illuminazione,Installazioni",1282,45.47926,9.18943,3,154,9279647,46022
"Arredo,Product Design",1053,45.47998,9.19006,3,91,9279647,46022
"Arredo,Product Design",698,45.47998,9.19006,3,91,9279647,46022
Moda,1287,45.45158,9.20318,1,57,9444059,17399
Moda,1287,45.45158,9.20318,2,83,9444059,22548
"Conferenze, workshop,Illuminazione,Product Design,Tecnologia",1123,45.4817629,9.2412851,2,301,9265382,9829
"Conferenze, workshop,Illuminazione,Product Design,Tecnologia",1123,45.4817629,9.2412851,3,31,9265382,8613
"Altro,Architettura,Arredo,Arte,Bagno,Conferenze, workshop,Cucina,Moda,Gioielli,Installazioni,Living,Materiali speciali,Party,Product Design",1293,45.4696744,9.1921978,1,166,9336833,31595
"Altro,Architettura,Arredo,Arte,Bagno,Conferenze, workshop,Cucina,Moda,Gioielli,Installazioni,Living,Materiali speciali,Party,Product Design",1293,45.4696744,9.1921978,2,280,9336833,57810
"Altro,Architettura,Arredo,Arte,Bagno,Conferenze, workshop,Cucina,Moda,Gioielli,Installazioni,Living,Materiali speciali,Party,Product Design",1293,45.4696744,9.1921978,3,107,9336833,34132
"Altro,Food & beverage,Party",1302,45.4568458,9.1892709,3,12,9408311,21038
"Installazioni,Materiali speciali",1310,45.452715,9.1867397,1,47,9436901,17039
"Installazioni,Materiali speciali",1310,45.452715,9.1867397,2,84,9436901,23714
"Installazioni,Materiali speciali",1310,45.452715,9.1867397,3,9,9436901,17934
"Arredo,Arte,Party,Product Design,Tecnologia",1316,45.45253,9.18577,3,29,9436901,17934
"Altro,Architettura,Arte,Esterni,Illuminazione,Materiali speciali,Party,Product Design",1314,45.4539111,9.1582582,1,66,9429736,9514
"Altro,Architettura,Arte,Esterni,Illuminazione,Materiali speciali,Party,Product Design",1314,45.4539111,9.1582582,2,201,9429736,11629
"Altro,Architettura,Arte,Esterni,Illuminazione,Materiali speciali,Party,Product Design",1314,45.4539111,9.1582582,3,62,9429736,12921
"Moda,Gioielli",553,45.4811386,9.1725318,2,129,9272489,28941
"Moda,Gioielli",553,45.4811386,9.1725318,3,50,9272489,24551
"Gioielli,Materiali speciali,Tecnologia",1317,45.4881646,9.1872829,2,100,9229610,23708
"Gioielli,Materiali speciali,Tecnologia",1317,45.4881646,9.1872829,3,188,9229610,22394
"Arte,Installazioni",1321,45.49323,9.22118,3,9,9201038,12189
"Arte,Installazioni",1321,45.49323,9.22118,1,110,9201038,10752
"Arte,Installazioni",1321,45.49323,9.22118,2,40,9201038,13350
"Arte,Installazioni",1321,45.49323,9.22118,0,7,9201038,7221
Installazioni,1516,45.4863694,9.1869085,3,155,9243906,17268
Installazioni,1516,45.4863694,9.1869085,1,302,9243906,16315
Installazioni,1516,45.4863694,9.1869085,2,142,9243906,22836
"Architettura,Arredo,Product Design",1332,45.4644685,9.2083392,1,47,9365434,14684
"Architettura,Arredo,Product Design",1332,45.4644685,9.2083392,2,41,9365434,19589
"Architettura,Arredo,Product Design",1332,45.4644685,9.2083392,3,59,9365434,15873
Architettura,1520,45.4571652,9.1807779,3,149,9408306,36420
"Altro,Architettura,Arte",1532,45.4571652,9.1807779,3,149,9408306,36420
"Altro,Architettura",1552,45.4571652,9.1807779,3,149,9408306,36420
Altro,1519,45.4571652,9.1807779,3,149,9408306,36420
"Altro,Architettura",1511,45.4571652,9.1807779,3,149,9408306,36420
"Architettura,Esterni",1533,45.4571652,9.1807779,3,149,9408306,36420
"Arredo,Arte,Grafica",1221,45.4573508,9.1809623,3,156,9408306,36420
"Altro,Architettura,Arte",1532,45.4571652,9.1807779,2,56,9408306,37310
Altro,1519,45.4571652,9.1807779,2,56,9408306,37310
Altro,1519,45.4571652,9.1807779,0,17,9408306,15386
Altro,1519,45.4571652,9.1807779,1,160,9408306,23650
"Installazioni,Living,Product Design",1350,45.4781119,9.2181445,1,48,9286812,12585
"Installazioni,Living,Product Design",1350,45.4781119,9.2181445,2,101,9286812,15563
"Installazioni,Living,Product Design",1350,45.4781119,9.2181445,3,61,9286812,15561
"Architettura,Arte",1384,45.4566859,9.2084688,1,28,9408323,7073
"Architettura,Arte",1384,45.4566859,9.2084688,2,29,9408323,8611
"Architettura,Arte",1384,45.4566859,9.2084688,3,7,9408323,8185
"Architettura,Arte",1384,45.4566859,9.2084688,0,3,9408323,4082
"Altro,Arredo,Arte,Bagno,Conferenze, workshop,Cucina,Moda,Food & beverage,Illuminazione,Living,Product Design",1390,45.450816,9.2061584,1,101,9444061,17788
"Altro,Arredo,Arte,Bagno,Conferenze, workshop,Cucina,Moda,Food & beverage,Illuminazione,Living,Product Design",1390,45.450816,9.2061584,2,112,9444061,21952
"Altro,Arredo,Arte,Bagno,Conferenze, workshop,Cucina,Moda,Food & beverage,Illuminazione,Living,Product Design",1390,45.450816,9.2061584,3,65,9444061,23686
"Architettura,Arredo,Arte,Food & beverage,Illuminazione",1391,45.4632666,9.2005058,2,71,9372578,33326
"Architettura,Arredo,Arte,Food & beverage,Illuminazione",1391,45.4632666,9.2005058,3,7,9372578,18661
"Arredo,Arte,Illuminazione,Installazioni,Living,Product Design",1556,45.4573713,9.1880759,3,109,9408310,19028
Illuminazione,1393,45.4573713,9.1880759,3,109,9408310,19028
"Arredo,Arte,Illuminazione,Installazioni,Living,Product Design",1556,45.4573713,9.1880759,1,56,9408310,23253
Illuminazione,1393,45.4573713,9.1880759,1,56,9408310,23253
"Arredo,Arte,Illuminazione,Installazioni,Living,Product Design",1556,45.4573713,9.1880759,2,126,9408310,33398
Illuminazione,1393,45.4573713,9.1880759,2,126,9408310,33398
"Arte,Illuminazione",1402,45.458626,9.181873,3,108,9401159,44872
"Altro,Architettura,Arredo,Arte,Esterni,Installazioni,Materiali speciali,Party,Product Design,Tecnologia",1424,45.4637418,9.1984708,1,63,9372577,36755
"Altro,Architettura,Arredo,Arte,Esterni,Installazioni,Materiali speciali,Party,Product Design,Tecnologia",1424,45.4637418,9.1984708,2,307,9372577,62271
"Altro,Architettura,Arredo,Arte,Esterni,Installazioni,Materiali speciali,Party,Product Design,Tecnologia",1424,45.4637418,9.1984708,3,74,9372577,34383
"Arte,Grafica",1431,45.4756262,9.2124556,3,39,9301105,20098
"Architettura,Arredo,Arte,Food & beverage,Party",1441,45.4498268,9.1679536,3,68,9451186,5819
"Arredo,Arte,Moda,Food & beverage,Party,Product Design",1464,45.4498268,9.1679536,3,68,9451186,5819
"Architettura,Arredo,Arte,Moda,Food & beverage,Installazioni,Party,Product Design",1461,45.4498268,9.1679536,3,68,9451186,5819
"Arredo,Moda,Food & beverage,Party",1460,45.4840601,9.1637652,3,23,9258188,15687
"Arte,Conferenze, workshop,Grafica,Installazioni,Materiali speciali",1470,45.4805856,9.1668378,2,20,9272486,19228
"Arte,Conferenze, workshop,Grafica,Installazioni,Materiali speciali",1470,45.4805856,9.1668378,3,45,9272486,16522
"Arte,Conferenze, workshop,Grafica,Installazioni,Materiali speciali",1470,45.4805856,9.1668378,1,8,9272486,15491
Arredo,1483,45.4613031,9.1835653,0,19,9386864,27980
Arredo,1483,45.4613031,9.1835653,1,310,9386864,53297
Arredo,1483,45.4613031,9.1835653,2,392,9386864,90619
Arredo,1483,45.4613031,9.1835653,3,276,9386864,72520
"Altro,Food & beverage",1490,45.4865665,9.2064977,1,155,9243917,38714
"Altro,Food & beverage",1490,45.4865665,9.2064977,2,110,9243917,55352
"Altro,Food & beverage",1490,45.4865665,9.2064977,3,32,9243917,35393
"Altro,Food & beverage",1490,45.4865665,9.2064977,0,1,9243917,11440
"Arte,Moda,Grafica,Product Design",1498,45.4966089,9.1134104,1,2,9186677,2407
"Arte,Moda,Grafica,Product Design",1498,45.4966089,9.1134104,2,1,9186677,2777
"Arte,Moda,Grafica,Product Design",1498,45.4966089,9.1134104,3,0,9186677,2394
"Architettura,Arredo,Arte,Moda,Gioielli,Grafica",1534,45.4826458,9.2422616,0,0,9265383,5320
"Arredo,Illuminazione,Living,Product Design",1500,45.4817882,9.1836438,1,139,9265348,17177
"Arredo,Illuminazione,Living,Product Design",1500,45.4817882,9.1836438,2,165,9265348,26942
"Arredo,Illuminazione,Living,Product Design",1500,45.4817882,9.1836438,3,35,9265348,22911
"Arredo,Living,Party,Product Design,Tecnologia",1501,45.4587597,9.1918498,3,87,9401165,32135
Arte,1503,45.4409221,9.1634589,1,26,9501219,2742
Arte,1503,45.4409221,9.1634589,2,114,9501219,3861
Arte,1503,45.4409221,9.1634589,3,0,9501219,1969
"Arte,Moda,Gioielli",1506,45.4869903,9.1845687,3,131,9236756,10321
"Arte,Moda,Gioielli",1506,45.4869903,9.1845687,1,169,9236756,12267
"Arte,Moda,Gioielli",1506,45.4869903,9.1845687,2,106,9236756,15033
Arte,1507,45.4851147,9.2461658,1,84,9251089,2853
"Altro,Arredo,Installazioni,Materiali speciali,Product Design",1020,45.4842225,9.2452732,1,306,9251089,2853
"Altro,Arredo,Installazioni,Materiali speciali,Product Design",1021,45.4842225,9.2452732,1,306,9251089,2853
Arte,1507,45.4851147,9.2461658,2,354,9251089,4371
"Altro,Arredo,Installazioni,Materiali speciali,Product Design",1020,45.4842225,9.2452732,2,863,9251089,4371
"Altro,Arredo,Installazioni,Materiali speciali,Product Design",1021,45.4842225,9.2452732,2,863,9251089,4371
Arte,1507,45.4851147,9.2461658,3,76,9251089,3022
"Altro,Arredo,Installazioni,Materiali speciali,Product Design",1020,45.4842225,9.2452732,3,254,9251089,3022
"Altro,Arredo,Installazioni,Materiali speciali,Product Design",1021,45.4842225,9.2452732,3,254,9251089,3022
"Cucina,Food & beverage,Party",1515,45.445789,9.213158,0,0,9472657,5870
"Cucina,Food & beverage,Party",1515,45.445789,9.213158,3,75,9472657,11615
"Altro,Architettura,Arredo,Arte,Conferenze, workshop,Moda,Gioielli,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design",1430,45.4659761,9.2315958,0,312,9358300,8675
"Altro,Architettura,Arredo,Arte,Conferenze, workshop,Moda,Gioielli,Illuminazione,Installazioni,Living,Materiali speciali,Party,Product Design",1430,45.4659761,9.2315958,3,165,9358300,15063
"Giochi, giocattoli,Installazioni,Product Design",1524,45.4444092,9.1957876,0,1,9479795,6309
"Giochi, giocattoli,Installazioni,Product Design",1524,45.4444092,9.1957876,1,8,9479795,10756
"Giochi, giocattoli,Installazioni,Product Design",1524,45.4444092,9.1957876,2,9,9479795,13239
"Giochi, giocattoli,Installazioni,Product Design",1524,45.4444092,9.1957876,3,1,9479795,11375
"Architettura,Installazioni,Product Design",1529,45.4688638,9.1814372,1,312,9343974,25676
"Installazioni,Party,Product Design",1239,45.468941,9.18103,1,282,9343974,25676
"Architettura,Installazioni,Product Design",1529,45.4688638,9.1814372,2,482,9343974,42090
"Installazioni,Party,Product Design",1239,45.468941,9.18103,2,348,9343974,42090
"Architettura,Installazioni,Product Design",1529,45.4688638,9.1814372,3,90,9343974,22835
"Installazioni,Party,Product Design",1239,45.468941,9.18103,3,75,9343974,22835
Party,1540,45.4642811,9.174866,0,0,9365414,9273
Party,1540,45.4642811,9.174866,3,54,9365414,20131
"Moda,Gioielli",1545,45.469828,9.1851697,1,322,9336829,23412
"Arredo,Esterni,Living,Product Design",831,45.4695491,9.1867512,1,287,9336829,23412
"Altro,Arredo,Bagno,Cucina,Living,Tecnologia",740,45.4703588,9.1864982,1,280,9336829,23412
"Moda,Gioielli",1545,45.469828,9.1851697,2,667,9336829,50124
"Arredo,Esterni,Living,Product Design",831,45.4695491,9.1867512,2,669,9336829,50124
"Altro,Arredo,Bagno,Cucina,Living,Tecnologia",740,45.4703588,9.1864982,2,547,9336829,50124
"Arredo,Arte",761,45.4697063,9.1867206,2,674,9336829,50124
"Moda,Gioielli",1545,45.469828,9.1851697,3,307,9336829,38936
"Arredo,Esterni,Living,Product Design",831,45.4695491,9.1867512,3,278,9336829,38936
"Altro,Arredo,Bagno,Cucina,Living,Tecnologia",740,45.4703588,9.1864982,3,268,9336829,38936
"Arredo,Arte",761,45.4697063,9.1867206,3,281,9336829,38936
Architettura,1561,45.4619777,9.1866322,1,139,9379717,38519
Architettura,1561,45.4619777,9.1866322,2,128,9379717,73215
"Altro,Arredo,Arte,Cucina,Esterni,Moda,Food & beverage,Gioielli,Grafica",1602,45.4497004,9.1745035,0,6,9451190,4252
"Architettura,Arredo,Arte,Illuminazione,Installazioni",1563,45.4406752,9.1547035,3,6,9501214,8276
"Architettura,Conferenze, workshop,Installazioni",1584,45.5144341,9.2290247,1,0,9079527,3899
"Architettura,Conferenze, workshop,Installazioni",1584,45.5144341,9.2290247,2,6,9079527,4745
"Architettura,Conferenze, workshop,Installazioni",1584,45.5144341,9.2290247,3,22,9079527,4060
"Arte,Food & beverage",1382,45.4511252,9.1539703,0,17,9444030,5068
"Arte,Food & beverage",1382,45.4511252,9.1539703,1,39,9444030,8892
"Arte,Food & beverage",1382,45.4511252,9.1539703,2,48,9444030,11121
"Arte,Food & beverage",1382,45.4511252,9.1539703,3,43,9444030,10865
Food & beverage,1586,45.4679345,9.1857032,1,169,9343977,22515
"Conferenze, workshop",1585,45.4679345,9.1857032,1,169,9343977,22515
"Architettura,Arredo,Living,Product Design",814,45.4689526,9.1862607,1,211,9343977,22515
"Arredo,Arte,Illuminazione,Living",765,45.4691164,9.1864263,1,237,9343977,22515
Arte,776,45.46853,9.18616,1,196,9343977,22515
"Conferenze, workshop",1585,45.4679345,9.1857032,2,327,9343977,42410
"Architettura,Arredo,Living,Product Design",814,45.4689526,9.1862607,2,499,9343977,42410
"Arredo,Arte,Illuminazione,Living",765,45.4691164,9.1864263,2,591,9343977,42410
Arte,776,45.46853,9.18616,2,451,9343977,42410
"Moda,Illuminazione,Installazioni",1597,45.4714578,9.1937842,1,62,9329686,40561
,1600,45.470982,9.1935194,1,103,9329686,40561
Moda,1603,45.4647137,9.1782251,1,76,9365416,21054
Moda,1603,45.4647137,9.1782251,2,248,9365416,32660
Food & beverage,1604,45.4631845,9.1342411,2,1,9372538,9043
Food & beverage,1604,45.4631845,9.1342411,3,56,9372538,8853
"Arredo,Living,Party",1605,45.4645863,9.1930181,2,273,9365425,104732
"Arredo,Living,Party",1605,45.4645863,9.1930181,3,111,9365425,60373
"Arredo,Giochi, giocattoli,Product Design",664,45.4535803,9.1621007,0,0,9429739,9510
,1223,45.453908,9.163139,0,2,9429739,9510
Materiali speciali,657,45.4537785,9.1629472,0,0,9429739,9510
"Cucina,Installazioni",667,45.4537785,9.1629472,0,0,9429739,9510
Materiali speciali,672,45.45383,9.1629,0,0,9429739,9510
Product Design,108,45.4676541,9.2063538,1,50,9351137,13121
Product Design,108,45.4676541,9.2063538,2,29,9351137,17679
Product Design,108,45.4676541,9.2063538,3,23,9351137,14921
"Architettura,Arredo,Illuminazione,Living,Product Design",980,45.471807,9.1736961,1,249,9322526,17688
"Bagno,Installazioni",1120,45.471807,9.1736961,1,249,9322526,17688
"Architettura,Living,Product Design",1214,45.471807,9.1736961,1,249,9322526,17688
"Arredo,Arte,Product Design",1050,45.471807,9.1736961,1,249,9322526,17688
"Arte,Food & beverage,Product Design,Tecnologia",1171,45.471807,9.1736961,1,249,9322526,17688
Product Design,1046,45.471807,9.1736961,1,249,9322526,17688
"Arte,Product Design",1580,45.471807,9.1736961,1,249,9322526,17688
"Architettura,Arredo,Illuminazione,Living,Product Design",980,45.471807,9.1736961,2,430,9322526,29619
"Bagno,Installazioni",1120,45.471807,9.1736961,2,430,9322526,29619
"Architettura,Living,Product Design",1214,45.471807,9.1736961,2,430,9322526,29619
"Arredo,Arte,Product Design",1050,45.471807,9.1736961,2,430,9322526,29619
"Arte,Food & beverage,Product Design,Tecnologia",1171,45.471807,9.1736961,2,430,9322526,29619
Product Design,1046,45.471807,9.1736961,2,430,9322526,29619
"Arte,Product Design",1580,45.471807,9.1736961,2,430,9322526,29619
"Architettura,Living,Product Design",1214,45.471807,9.1736961,0,0,9322526,10008
"Arredo,Arte,Product Design",1050,45.471807,9.1736961,0,0,9322526,10008
"Arredo,Cucina,Food & beverage,Illuminazione,Installazioni,Product Design",1151,45.460064,9.205907,2,141,9394025,16877
"Arredo,Bagno,Product Design",887,45.4602729,9.2062757,2,142,9394025,16877
"Arredo,Cucina,Food & beverage,Illuminazione,Installazioni,Product Design",1151,45.460064,9.205907,3,27,9394025,13331
"Arredo,Bagno,Product Design",887,45.4602729,9.2062757,3,30,9394025,13331
"Arredo,Cucina,Food & beverage,Illuminazione,Installazioni,Product Design",1151,45.460064,9.205907,1,171,9394025,13164
"Arredo,Bagno,Product Design",887,45.4602729,9.2062757,1,167,9394025,13164
"Arredo,Food & beverage,Gioielli,Illuminazione,Product Design",828,45.4829034,9.1834614,1,203,9258200,67457
"Arredo,Food & beverage,Gioielli,Illuminazione,Product Design",828,45.4829034,9.1834614,2,245,9258200,81780
"Arredo,Food & beverage,Gioielli,Illuminazione,Product Design",828,45.4829034,9.1834614,3,33,9258200,61836
Arte,995,45.4657007,9.1720901,1,178,9358265,24052
Arte,995,45.4657007,9.1720901,2,77,9358265,33217
Arte,995,45.4657007,9.1720901,3,7,9358265,21430
"Altro,Arredo,Arte",824,45.4715744,9.1851313,1,829,9329681,21067
,822,45.471575,9.186072,1,932,9329681,21067
"Arredo,Living,Product Design",790,45.47117,9.18514,1,797,9329681,21067
"Altro,Arredo,Arte",824,45.4715744,9.1851313,2,1895,9329681,46516
,822,45.471575,9.186072,2,1859,9329681,46516
"Arredo,Living,Product Design",790,45.47117,9.18514,2,1686,9329681,46516
"Altro,Arredo,Arte",824,45.4715744,9.1851313,3,851,9329681,36861
,822,45.471575,9.186072,3,912,9329681,36861
"Arredo,Living,Product Design",790,45.47117,9.18514,3,810,9329681,36861
Installazioni,860,45.4510823,9.1600817,1,311,9444033,7133
Installazioni,860,45.4510823,9.1600817,2,555,9444033,9457
Installazioni,860,45.4510823,9.1600817,3,186,9444033,9152
Installazioni,860,45.4510823,9.1600817,0,9,9444033,4161
Arredo,882,45.481075,9.186792,1,354,9272497,12808
"Arredo,Cucina,Food & beverage,Illuminazione,Living,Materiali speciali,Product Design",615,45.480502,9.185941,1,313,9272497,12808
"Arredo,Arte,Cucina,Illuminazione,Living,Materiali speciali,Product Design",1205,45.480502,9.185941,1,313,9272497,12808
"Architettura,Arredo,Arte,Product Design",1005,45.480502,9.185941,1,313,9272497,12808
"Arredo,Cucina,Living",830,45.480502,9.185941,1,313,9272497,12808
"Architettura,Arredo,Grafica,Living,Tecnologia",817,45.4806832,9.186715,1,339,9272497,12808
Arredo,882,45.481075,9.186792,2,490,9272497,21663
"Arredo,Cucina,Food & beverage,Illuminazione,Living,Materiali speciali,Product Design",615,45.480502,9.185941,2,475,9272497,21663
"Arredo,Arte,Cucina,Illuminazione,Living,Materiali speciali,Product Design",1205,45.480502,9.185941,2,475,9272497,21663
"Architettura,Arredo,Arte,Product Design",1005,45.480502,9.185941,2,475,9272497,21663
"Arredo,Cucina,Living",830,45.480502,9.185941,2,475,9272497,21663
"Architettura,Arredo,Grafica,Living,Tecnologia",817,45.4806832,9.186715,2,448,9272497,21663
Arredo,882,45.481075,9.186792,3,244,9272497,22833
"Arredo,Cucina,Food & beverage,Illuminazione,Living,Materiali speciali,Product Design",615,45.480502,9.185941,3,223,9272497,22833
"Arredo,Arte,Cucina,Illuminazione,Living,Materiali speciali,Product Design",1205,45.480502,9.185941,3,223,9272497,22833
"Architettura,Arredo,Arte,Product Design",1005,45.480502,9.185941,3,223,9272497,22833
"Arredo,Cucina,Living",830,45.480502,9.185941,3,223,9272497,22833
