categories,id_event,latitude,longitude,timeslot,position_count,cell,activity
"Architettura,Arredo,Arte,Product Design",102,45.4515363,9.1619373,1,812,9444035,9791
"Altro,Installazioni,Tecnologia",916,45.4515363,9.1619373,1,812,9444035,9791
"Architettura,Arredo,Arte,Bagno,Cucina,Esterni,Illuminazione,Installazioni,Materiali speciali,Product Design,Tecnologia",1662,45.4515363,9.1619373,1,812,9444035,9791
"Arredo,Arte,Esterni,Moda,Gioielli,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1036,45.4515363,9.1619373,1,812,9444035,9791
"Arredo,Gioielli,Illuminazione,Living,Product Design",961,45.45149,9.1622615,1,875,9444035,9791
"Altro,Arte,Installazioni,Materiali speciali,Product Design,Tecnologia",918,45.45149,9.162278,1,870,9444035,9791
"Architettura,Arredo,Cucina,Living,Tecnologia",857,45.45149,9.162278,1,870,9444035,9791
"Arredo,Arte,Grafica,Installazioni,Living,Product Design",95,45.4514093,9.1620015,1,852,9444035,9791
"Arredo,Arte,Bagno,Conferenze, workshop,Esterni,Illuminazione,Installazioni,Living,Materiali speciali,Product Design",69,45.4514093,9.1620015,1,852,9444035,9791
Arredo,554,45.4514093,9.1620015,1,852,9444035,9791
"Architettura,Arredo,Esterni,Tecnologia",1283,45.4514093,9.1620015,1,852,9444035,9791
Tecnologia,1547,45.45157,9.16206,1,826,9444035,9791
Tecnologia,581,45.45149,9.162278,1,870,9444035,9791
,1371,45.4516093,9.162278,1,838,9444035,9791
Product Design,1448,45.45149,9.162278,1,870,9444035,9791
Product Design,659,45.4516093,9.162211,1,843,9444035,9791
"Architettura,Arredo,Arte,Product Design",102,45.4515363,9.1619373,2,1971,9444035,19141
"Altro,Installazioni,Tecnologia",916,45.4515363,9.1619373,2,1971,9444035,19141
"Architettura,Arredo,Arte,Bagno,Cucina,Esterni,Illuminazione,Installazioni,Materiali speciali,Product Design,Tecnologia",1662,45.4515363,9.1619373,2,1971,9444035,19141
"Arredo,Arte,Esterni,Moda,Gioielli,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1036,45.4515363,9.1619373,2,1971,9444035,19141
"Arredo,Gioielli,Illuminazione,Living,Product Design",961,45.45149,9.1622615,2,2155,9444035,19141
"Altro,Arte,Installazioni,Materiali speciali,Product Design,Tecnologia",918,45.45149,9.162278,2,2152,9444035,19141
"Architettura,Arredo,Cucina,Living,Tecnologia",857,45.45149,9.162278,2,2152,9444035,19141
"Arredo,Arte,Grafica,Installazioni,Living,Product Design",95,45.4514093,9.1620015,2,2107,9444035,19141
"Arredo,Arte,Bagno,Conferenze, workshop,Esterni,Illuminazione,Installazioni,Living,Materiali speciali,Product Design",69,45.4514093,9.1620015,2,2107,9444035,19141
Arredo,554,45.4514093,9.1620015,2,2107,9444035,19141
"Architettura,Arredo,Esterni,Tecnologia",1283,45.4514093,9.1620015,2,2107,9444035,19141
Tecnologia,1547,45.45157,9.16206,2,2027,9444035,19141
Tecnologia,581,45.45149,9.162278,2,2152,9444035,19141
,1371,45.4516093,9.162278,2,2039,9444035,19141
Product Design,1448,45.45149,9.162278,2,2152,9444035,19141
Product Design,659,45.4516093,9.162211,2,2024,9444035,19141
"Architettura,Arredo,Arte,Product Design",102,45.4515363,9.1619373,3,567,9444035,16431
"Altro,Installazioni,Tecnologia",916,45.4515363,9.1619373,3,567,9444035,16431
"Architettura,Arredo,Arte,Bagno,Cucina,Esterni,Illuminazione,Installazioni,Materiali speciali,Product Design,Tecnologia",1662,45.4515363,9.1619373,3,567,9444035,16431
"Arredo,Arte,Esterni,Moda,Gioielli,Grafica,Illuminazione,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1036,45.4515363,9.1619373,3,567,9444035,16431
"Arredo,Gioielli,Illuminazione,Living,Product Design",961,45.45149,9.1622615,3,581,9444035,16431
"Altro,Arte,Installazioni,Materiali speciali,Product Design,Tecnologia",918,45.45149,9.162278,3,585,9444035,16431
"Architettura,Arredo,Cucina,Living,Tecnologia",857,45.45149,9.162278,3,585,9444035,16431
"Arredo,Arte,Grafica,Installazioni,Living,Product Design",95,45.4514093,9.1620015,3,580,9444035,16431
"Arredo,Arte,Bagno,Conferenze, workshop,Esterni,Illuminazione,Installazioni,Living,Materiali speciali,Product Design",69,45.4514093,9.1620015,3,580,9444035,16431
Arredo,554,45.4514093,9.1620015,3,580,9444035,16431
"Architettura,Arredo,Esterni,Tecnologia",1283,45.4514093,9.1620015,3,580,9444035,16431
Tecnologia,1547,45.45157,9.16206,3,573,9444035,16431
,1371,45.4516093,9.162278,3,558,9444035,16431
Product Design,1448,45.45149,9.162278,3,585,9444035,16431
Product Design,659,45.4516093,9.162211,3,564,9444035,16431
"Altro,Installazioni,Tecnologia",916,45.4515363,9.1619373,0,2,9444035,6037
"Altro,Arte,Installazioni,Materiali speciali,Product Design,Tecnologia",918,45.45149,9.162278,0,2,9444035,6037
"Architettura,Arredo,Cucina,Living,Tecnologia",857,45.45149,9.162278,0,2,9444035,6037
"Arredo,Arte,Grafica,Installazioni,Living,Product Design",95,45.4514093,9.1620015,0,2,9444035,6037
Tecnologia,1547,45.45157,9.16206,0,2,9444035,6037
,1371,45.4516093,9.162278,0,2,9444035,6037
Product Design,1448,45.45149,9.162278,0,2,9444035,6037
Product Design,659,45.4516093,9.162211,0,2,9444035,6037
Product Design,1063,45.4689203,9.1991368,0,0,9343985,7468
Product Design,1063,45.4689203,9.1991368,1,135,9343985,26515
"Moda,Party,Product Design",1366,45.4682844,9.1989759,1,133,9343985,26515
"Altro,Arredo,Illuminazione",1487,45.4688547,9.1999536,1,213,9343985,26515
Product Design,1063,45.4689203,9.1991368,2,344,9343985,46744
"Moda,Party,Product Design",1366,45.4682844,9.1989759,2,420,9343985,46744
"Altro,Arredo,Illuminazione",1487,45.4688547,9.1999536,2,435,9343985,46744
Product Design,1063,45.4689203,9.1991368,3,57,9343985,28158
"Moda,Party,Product Design",1366,45.4682844,9.1989759,3,63,9343985,28158
"Altro,Arredo,Illuminazione",1487,45.4688547,9.1999536,3,87,9343985,28158
"Arte,Installazioni",1582,45.4850878,9.176209,3,27,9251047,4247
"Living,Product Design",31,45.4850878,9.176209,3,27,9251047,4247
"Arte,Installazioni,Product Design",1581,45.4850878,9.176209,3,27,9251047,4247
"Arredo,Arte,Conferenze, workshop,Product Design",1386,45.4850878,9.176209,3,27,9251047,4247
"Altro,Architettura,Arredo,Cucina,Esterni,Illuminazione,Materiali speciali,Product Design",565,45.4850878,9.176209,3,27,9251047,4247
"Architettura,Materiali speciali,Tecnologia",624,45.4850878,9.176209,3,27,9251047,4247
"Arte,Installazioni",1582,45.4850878,9.176209,1,34,9251047,3982
"Living,Product Design",31,45.4850878,9.176209,1,34,9251047,3982
"Arte,Installazioni,Product Design",1581,45.4850878,9.176209,1,34,9251047,3982
"Arredo,Arte,Conferenze, workshop,Product Design",1386,45.4850878,9.176209,1,34,9251047,3982
"Altro,Architettura,Arredo,Cucina,Esterni,Illuminazione,Materiali speciali,Product Design",565,45.4850878,9.176209,1,34,9251047,3982
"Architettura,Materiali speciali,Tecnologia",624,45.4850878,9.176209,1,34,9251047,3982
"Arte,Installazioni",1582,45.4850878,9.176209,2,21,9251047,5230
"Living,Product Design",31,45.4850878,9.176209,2,21,9251047,5230
"Arte,Installazioni,Product Design",1581,45.4850878,9.176209,2,21,9251047,5230
"Arredo,Arte,Conferenze, workshop,Product Design",1386,45.4850878,9.176209,2,21,9251047,5230
"Altro,Architettura,Arredo,Cucina,Esterni,Illuminazione,Materiali speciali,Product Design",565,45.4850878,9.176209,2,21,9251047,5230
"Architettura,Materiali speciali,Tecnologia",624,45.4850878,9.176209,2,21,9251047,5230
"Arredo,Arte,Conferenze, workshop,Product Design",1386,45.4850878,9.176209,0,0,9251047,2212
"Arte,Product Design",1047,45.4766103,9.1953404,0,29,9301095,11047
,1189,45.4766103,9.1953404,0,29,9301095,11047
"Arte,Product Design",1047,45.4766103,9.1953404,1,78,9301095,29455
,1189,45.4766103,9.1953404,1,78,9301095,29455
"Arte,Product Design",1047,45.4766103,9.1953404,2,75,9301095,41190
,1189,45.4766103,9.1953404,2,75,9301095,41190
Product Design,1107,45.4766103,9.1953404,2,75,9301095,41190
"Arte,Product Design",1047,45.4766103,9.1953404,3,160,9301095,25263
,1189,45.4766103,9.1953404,3,160,9301095,25263
Product Design,1107,45.4766103,9.1953404,3,160,9301095,25263
"Moda,Installazioni",1596,45.4817842,9.1871849,3,229,9265350,112526
"Arte,Living",1125,45.4823862,9.1869123,3,127,9265350,112526
"Arte,Grafica,Installazioni,Party",1590,45.465701,9.1716484,1,154,9358264,23480
"Architettura,Arredo,Arte",541,45.46571,9.17133,1,154,9358264,23480
"Arte,Grafica,Installazioni,Party",1590,45.465701,9.1716484,2,84,9358264,32408
"Architettura,Arredo,Arte",541,45.46571,9.17133,2,84,9358264,32408
"Arte,Grafica,Installazioni,Party",1590,45.465701,9.1716484,3,19,9358264,21015
"Architettura,Arredo,Arte",541,45.46571,9.17133,3,21,9358264,21015
"Arredo,Esterni,Moda,Illuminazione,Living,Product Design",67,45.4498529,9.1798717,1,35,9451193,11142
"Arredo,Esterni,Moda,Illuminazione,Living,Product Design",67,45.4498529,9.1798717,2,169,9451193,13695
"Arredo,Esterni,Moda,Illuminazione,Living,Product Design",67,45.4498529,9.1798717,3,106,9451193,14339
,71,45.464932,9.199246,1,108,9365429,34626
"Conferenze, workshop,Living",253,45.4648811,9.1991304,1,117,9365429,34626
,71,45.464932,9.199246,2,525,9365429,68414
"Materiali speciali,Tecnologia",1247,45.464932,9.199246,2,525,9365429,68414
"Conferenze, workshop,Living",253,45.4648811,9.1991304,2,500,9365429,68414
,71,45.464932,9.199246,3,42,9365429,38756
"Materiali speciali,Tecnologia",1247,45.464932,9.199246,3,42,9365429,38756
"Conferenze, workshop,Living",253,45.4648811,9.1991304,3,61,9365429,38756
"Architettura,Arredo,Arte,Esterni,Grafica,Living,Materiali speciali,Product Design,Tecnologia",893,45.4642902,9.1990275,3,64,9365429,38756
"Architettura,Arredo,Arte,Moda,Food & beverage,Installazioni,Living,Materiali speciali,Party,Product Design",1297,45.4651047,9.198635,3,71,9365429,38756
"Arredo,Conferenze, workshop",1168,45.4645605,9.1880319,2,432,9365422,85179
Arredo,1465,45.4645605,9.1880319,2,432,9365422,85179
"Arredo,Conferenze, workshop",1168,45.4645605,9.1880319,3,221,9365422,52050
Arredo,1465,45.4645605,9.1880319,3,221,9365422,52050
"Installazioni,Party,Product Design",1216,45.4641386,9.1873706,3,222,9365422,52050
Arredo,1465,45.4645605,9.1880319,1,395,9365422,53729
Arredo,1465,45.4645605,9.1880319,0,0,9365422,10267
Moda,1504,45.4529518,9.1677228,2,1270,9429742,60519
"Arredo,Esterni,Living,Product Design",1538,45.453655,9.1683854,2,1072,9429742,60519
"Arredo,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",568,45.453655,9.1683854,2,1072,9429742,60519
"Arredo,Product Design",1208,45.453655,9.1683854,2,1072,9429742,60519
"Cucina,Product Design,Tecnologia",50,45.453146,9.1669629,2,1403,9429742,60519
Product Design,591,45.453146,9.1669629,2,1403,9429742,60519
"Altro,Esterni,Installazioni,Living",540,45.4538427,9.1681537,2,976,9429742,60519
"Arredo,Living,Party,Product Design",1323,45.4533382,9.167567,2,1254,9429742,60519
Altro,668,45.453299,9.167165,2,1375,9429742,60519
"Arredo,Living",1375,45.45287,9.166804,2,1359,9429742,60519
Arredo,599,45.4531297,9.1672573,2,1395,9429742,60519
Arredo,598,45.4531297,9.1672573,2,1395,9429742,60519
"Architettura,Arredo,Arte,Bagno,Cucina,Esterni,Illuminazione,Living",1649,45.4536292,9.1682489,2,1063,9429742,60519
"Arredo,Moda,Installazioni,Product Design",1659,45.4533796,9.1678477,2,1176,9429742,60519
Moda,1504,45.4529518,9.1677228,3,654,9429742,63901
"Arredo,Esterni,Living,Product Design",1538,45.453655,9.1683854,3,609,9429742,63901
"Arredo,Illuminazione,Living,Materiali speciali,Product Design,Tecnologia",568,45.453655,9.1683854,3,609,9429742,63901
"Arredo,Product Design",1208,45.453655,9.1683854,3,609,9429742,63901
"Cucina,Product Design,Tecnologia",50,45.453146,9.1669629,3,566,9429742,63901
Product Design,591,45.453146,9.1669629,3,566,9429742,63901
"Arredo,Living,Party,Product Design",1323,45.4533382,9.167567,3,666,9429742,63901
Altro,668,45.453299,9.167165,3,654,9429742,63901
"Arredo,Materiali speciali,Product Design",558,45.453299,9.167165,3,654,9429742,63901
"Arredo,Living",1375,45.45287,9.166804,3,591,9429742,63901
Arredo,599,45.4531297,9.1672573,3,664,9429742,63901
Arredo,598,45.4531297,9.1672573,3,664,9429742,63901
"Architettura,Arredo,Arte,Bagno,Cucina,Esterni,Illuminazione,Living",1649,45.4536292,9.1682489,3,602,9429742,63901
"Arredo,Moda,Installazioni,Product Design",1659,45.4533796,9.1678477,3,651,9429742,63901
"Architettura,Arte,Installazioni,Product Design",1113,45.4732053,9.1878519,1,957,9315386,18701
"Altro,Architettura,Arredo,Arte,Cucina,Living,Product Design,Tecnologia",743,45.4729321,9.1874223,1,1014,9315386,18701
"Arte,Food & beverage,Product Design",721,45.473379,9.1879902,1,873,9315386,18701
"Arredo,Arte,Product Design",731,45.4734809,9.1880089,1,852,9315386,18701
"Architettura,Arte,Installazioni,Product Design",1113,45.4732053,9.1878519,2,1609,9315386,33961
"Architettura,Arredo,Arte,Conferenze, workshop,Esterni,Moda,Installazioni,Living,Materiali speciali,Party,Product Design",1169,45.4738466,9.1872451,2,1767,9315386,33961
"Altro,Architettura,Arredo,Arte,Cucina,Living,Product Design,Tecnologia",743,45.4729321,9.1874223,2,1787,9315386,33961
"Arte,Food & beverage,Product Design",721,45.473379,9.1879902,2,1539,9315386,33961
"Arredo,Arte,Product Design",731,45.4734809,9.1880089,2,1440,9315386,33961
"Architettura,Arte,Installazioni,Product Design",1113,45.4732053,9.1878519,3,665,9315386,29040
"Architettura,Arredo,Arte,Conferenze, workshop,Esterni,Moda,Installazioni,Living,Materiali speciali,Party,Product Design",1169,45.4738466,9.1872451,3,579,9315386,29040
"Altro,Architettura,Arredo,Arte,Cucina,Living,Product Design,Tecnologia",743,45.4729321,9.1874223,3,648,9315386,29040
"Arte,Food & beverage,Product Design",721,45.473379,9.1879902,3,643,9315386,29040
"Arredo,Arte,Product Design",731,45.4734809,9.1880089,3,641,9315386,29040
"Arredo,Moda",1090,45.4703618,9.1966245,1,49,9336835,36978
"Moda,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1543,45.470245,9.196743,1,53,9336835,36978
"Architettura,Arredo,Arte,Bagno,Moda,Living,Product Design",1268,45.4697764,9.1955313,1,49,9336835,36978
"Arredo,Moda",1090,45.4703618,9.1966245,2,95,9336835,67303
"Moda,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1543,45.470245,9.196743,2,95,9336835,67303
"Architettura,Arredo,Arte,Bagno,Moda,Living,Product Design",1268,45.4697764,9.1955313,2,154,9336835,67303
"Arredo,Moda",1090,45.4703618,9.1966245,3,108,9336835,42446
"Moda,Installazioni,Living,Materiali speciali,Product Design,Tecnologia",1543,45.470245,9.196743,3,110,9336835,42446
"Architettura,Arredo,Arte,Bagno,Moda,Living,Product Design",1268,45.4697764,9.1955313,3,138,9336835,42446
"Architettura,Arredo,Esterni,Living,Product Design",877,45.4738657,9.2065545,0,10,9315397,10969
"Architettura,Arredo,Esterni,Living,Product Design",877,45.4738657,9.2065545,1,158,9315397,18425
"Arredo,Living,Product Design",569,45.4729501,9.2063767,1,112,9315397,18425
"Architettura,Arredo,Esterni,Living,Product Design",877,45.4738657,9.2065545,2,263,9315397,24524
"Arredo,Living,Product Design",569,45.4729501,9.2063767,2,77,9315397,24524
"Architettura,Arredo,Esterni,Living,Product Design",877,45.4738657,9.2065545,3,110,9315397,23739
"Arredo,Living,Product Design",569,45.4729501,9.2063767,3,65,9315397,23739
"Arte,Product Design",1061,45.4639978,9.1674966,1,390,9372558,19522
"Arredo,Illuminazione,Living,Product Design",920,45.4639978,9.1674966,1,390,9372558,19522
"Arte,Product Design",1061,45.4639978,9.1674966,2,601,9372558,28680
"Arredo,Illuminazione,Living,Product Design",920,45.4639978,9.1674966,2,601,9372558,28680
"Arte,Product Design",1061,45.4639978,9.1674966,3,207,9372558,18426
"Arredo,Illuminazione,Living,Product Design",920,45.4639978,9.1674966,3,207,9372558,18426
"Architettura,Materiali speciali,Product Design",595,45.4753179,9.1851803,3,540,9308237,36233
"Architettura,Arte,Esterni,Installazioni",80,45.47521,9.1859273,3,449,9308237,36233
"Architettura,Product Design",793,45.47521,9.1859273,3,449,9308237,36233
"Illuminazione,Product Design",1417,45.475142,9.18587,3,436,9308237,36233
"Living,Product Design",827,45.475142,9.18587,3,436,9308237,36233
"Arredo,Product Design",1039,45.475232,9.185867,3,447,9308237,36233
Food & beverage,1493,45.4752736,9.1852913,3,545,9308237,36233
"Architettura,Arredo,Arte,Esterni,Living,Tecnologia",737,45.47505,9.186299,3,492,9308237,36233
"Grafica,Product Design",801,45.4752736,9.1852913,3,545,9308237,36233
Moda,760,45.4753648,9.1854814,3,557,9308237,36233
"Arredo,Living,Product Design",796,45.4750291,9.1864601,3,514,9308237,36233
"Arredo,Esterni",845,45.4750291,9.1864601,3,514,9308237,36233
"Illuminazione,Product Design",901,45.4752736,9.1852913,3,545,9308237,36233
"Arredo,Living,Product Design",735,45.475264,9.1855538,3,410,9308237,36233
"Architettura,Materiali speciali,Product Design",595,45.4753179,9.1851803,1,999,9308237,18158
"Architettura,Arte,Esterni,Installazioni",80,45.47521,9.1859273,1,1012,9308237,18158
"Architettura,Product Design",793,45.47521,9.1859273,1,1012,9308237,18158
"Illuminazione,Product Design",1417,45.475142,9.18587,1,1014,9308237,18158
"Living,Product Design",827,45.475142,9.18587,1,1014,9308237,18158
"Arredo,Product Design",1039,45.475232,9.185867,1,1010,9308237,18158
"Architettura,Arredo,Arte,Esterni,Living,Tecnologia",737,45.47505,9.186299,1,1110,9308237,18158
"Grafica,Product Design",801,45.4752736,9.1852913,1,1035,9308237,18158
"Arredo,Living,Product Design",796,45.4750291,9.1864601,1,1131,9308237,18158
"Arredo,Esterni",845,45.4750291,9.1864601,1,1131,9308237,18158
"Illuminazione,Product Design",901,45.4752736,9.1852913,1,1035,9308237,18158
"Arredo,Living,Product Design",735,45.475264,9.1855538,1,1014,9308237,18158
"Architettura,Materiali speciali,Product Design",595,45.4753179,9.1851803,2,1589,9308237,40706
"Architettura,Arte,Esterni,Installazioni",80,45.47521,9.1859273,2,1757,9308237,40706
"Architettura,Product Design",793,45.47521,9.1859273,2,1757,9308237,40706
"Illuminazione,Product Design",1417,45.475142,9.18587,2,1770,9308237,40706
"Living,Product Design",827,45.475142,9.18587,2,1770,9308237,40706
"Arredo,Product Design",1039,45.475232,9.185867,2,1738,9308237,40706
Food & beverage,1493,45.4752736,9.1852913,2,1640,9308237,40706
"Architettura,Arredo,Arte,Esterni,Living,Tecnologia",737,45.47505,9.186299,2,1972,9308237,40706
"Grafica,Product Design",801,45.4752736,9.1852913,2,1640,9308237,40706
Moda,760,45.4753648,9.1854814,2,1734,9308237,40706
"Arredo,Living,Product Design",796,45.4750291,9.1864601,2,1985,9308237,40706
"Arredo,Esterni",845,45.4750291,9.1864601,2,1985,9308237,40706
"Illuminazione,Product Design",901,45.4752736,9.1852913,2,1640,9308237,40706
"Arredo,Living,Product Design",735,45.475264,9.1855538,2,1713,9308237,40706
"Moda,Giochi, giocattoli,Product Design",1244,45.4669201,9.1954899,1,148,9351131,34137
"Arte,Living,Materiali speciali,Party,Product Design",1368,45.467043,9.195557,1,129,9351131,34137
"Moda,Giochi, giocattoli,Product Design",1244,45.4669201,9.1954899,2,153,9351131,69701
"Arte,Living,Materiali speciali,Party,Product Design",1368,45.467043,9.195557,2,158,9351131,69701
"Moda,Giochi, giocattoli,Product Design",1244,45.4669201,9.1954899,3,41,9351131,32656
"Arte,Illuminazione,Product Design",1328,45.467021,9.19639,3,57,9351131,32656
"Arte,Living,Materiali speciali,Party,Product Design",1368,45.467043,9.195557,3,34,9351131,32656
Arredo,1248,45.4644658,9.197994,1,88,9365428,40900
"Arredo,Living",250,45.4649416,9.1983047,1,113,9365428,40900
"Architettura,Arredo,Food & beverage,Grafica,Installazioni,Living,Party,Product Design",1421,45.4648513,9.1979052,1,115,9365428,40900
Product Design,991,45.4647274,9.1980568,1,110,9365428,40900
"Arredo,Living,Product Design",1211,45.4649218,9.1976842,1,175,9365428,40900
Arredo,1248,45.4644658,9.197994,2,407,9365428,81006
"Arredo,Living",250,45.4649416,9.1983047,2,502,9365428,81006
"Architettura,Arredo,Food & beverage,Grafica,Installazioni,Living,Party,Product Design",1421,45.4648513,9.1979052,2,451,9365428,81006
Product Design,991,45.4647274,9.1980568,2,490,9365428,81006
"Arredo,Living,Product Design",1211,45.4649218,9.1976842,2,476,9365428,81006
Arredo,1248,45.4644658,9.197994,3,84,9365428,46596
"Arredo,Living",250,45.4649416,9.1983047,3,76,9365428,46596
"Architettura,Arredo,Food & beverage,Grafica,Installazioni,Living,Party,Product Design",1421,45.4648513,9.1979052,3,86,9365428,46596
Product Design,991,45.4647274,9.1980568,3,81,9365428,46596
"Arredo,Living,Product Design",1211,45.4649218,9.1976842,3,92,9365428,46596
"Moda,Gioielli",1124,45.4529393,9.160143,2,629,9429738,35736
"Architettura,Arte,Esterni,Installazioni,Materiali speciali",1281,45.4530783,9.160796,2,809,9429738,35736
"Arte,Esterni,Installazioni,Materiali speciali",1159,45.4530783,9.160796,2,809,9429738,35736
,1324,45.45329,9.16126,2,789,9429738,35736
"Moda,Gioielli",1124,45.4529393,9.160143,3,134,9429738,31017
"Architettura,Arte,Esterni,Installazioni,Materiali speciali",1281,45.4530783,9.160796,3,157,9429738,31017
"Arte,Esterni,Installazioni,Materiali speciali",1159,45.4530783,9.160796,3,157,9429738,31017
,1324,45.45329,9.16126,3,152,9429738,31017
"Conferenze, workshop,Giochi, giocattoli,Grafica,Tecnologia",1577,45.461758,9.209307,3,182,9379731,21185
"Conferenze, workshop",1610,45.461758,9.209307,3,182,9379731,21185
"Arte,Installazioni",1570,45.461758,9.209307,3,182,9379731,21185
"Conferenze, workshop,Giochi, giocattoli,Grafica,Tecnologia",1577,45.461758,9.209307,1,228,9379731,18415
"Conferenze, workshop",1610,45.461758,9.209307,1,228,9379731,18415
"Arte,Installazioni",1570,45.461758,9.209307,1,228,9379731,18415
"Moda,Food & beverage,Living,Party",1031,45.461758,9.209307,1,228,9379731,18415
"Conferenze, workshop,Giochi, giocattoli,Grafica,Tecnologia",1577,45.461758,9.209307,2,218,9379731,26317
"Conferenze, workshop",1610,45.461758,9.209307,2,218,9379731,26317
"Arte,Installazioni",1570,45.461758,9.209307,2,218,9379731,26317
"Moda,Food & beverage,Living,Party",1031,45.461758,9.209307,2,218,9379731,26317
"Arredo,Illuminazione",1335,45.4828846,9.1834426,3,35,9258199,25370
Product Design,699,45.4830905,9.1832996,3,60,9258199,25370
"Arredo,Illuminazione,Living,Product Design",768,45.4829908,9.1833586,3,62,9258199,25370
Product Design,825,45.4830341,9.1833532,3,59,9258199,25370
"Arredo,Illuminazione",1335,45.4828846,9.1834426,1,203,9258199,22570
Product Design,699,45.4830905,9.1832996,1,204,9258199,22570
"Arredo,Illuminazione,Living,Product Design",768,45.4829908,9.1833586,1,196,9258199,22570
Product Design,825,45.4830341,9.1833532,1,202,9258199,22570
"Arredo,Illuminazione",1335,45.4828846,9.1834426,2,249,9258199,32621
Product Design,699,45.4830905,9.1832996,2,252,9258199,32621
"Arredo,Illuminazione,Living,Product Design",768,45.4829908,9.1833586,2,256,9258199,32621
Product Design,825,45.4830341,9.1833532,2,250,9258199,32621
"Architettura,Arte,Esterni,Installazioni",80,45.47521,9.1859273,0,0,9308237,8776
"Illuminazione,Product Design",901,45.4752736,9.1852913,0,101,9308237,8776
"Architettura,Illuminazione,Installazioni,Product Design",37,45.4667929,9.1990133,1,242,9351133,30297
"Illuminazione,Installazioni,Party,Product Design",905,45.4668428,9.1989684,1,248,9351133,30297
Bagno,883,45.466914,9.1995682,1,200,9351133,30297
Bagno,1162,45.466914,9.1995682,1,200,9351133,30297
"Arte,Installazioni,Product Design",1054,45.4668418,9.1989609,1,248,9351133,30297
"Architettura,Illuminazione,Installazioni,Party,Product Design",904,45.4668515,9.1995489,1,191,9351133,30297
"Architettura,Illuminazione,Installazioni,Product Design",37,45.4667929,9.1990133,2,703,9351133,55106
"Illuminazione,Installazioni,Party,Product Design",905,45.4668428,9.1989684,2,698,9351133,55106
Bagno,883,45.466914,9.1995682,2,543,9351133,55106
Bagno,1162,45.466914,9.1995682,2,543,9351133,55106
"Arte,Installazioni,Product Design",1054,45.4668418,9.1989609,2,694,9351133,55106
"Architettura,Illuminazione,Installazioni,Party,Product Design",904,45.4668515,9.1995489,2,577,9351133,55106
"Architettura,Illuminazione,Installazioni,Product Design",37,45.4667929,9.1990133,3,67,9351133,32627
"Illuminazione,Installazioni,Party,Product Design",905,45.4668428,9.1989684,3,65,9351133,32627
Bagno,883,45.466914,9.1995682,3,44,9351133,32627
Bagno,1162,45.466914,9.1995682,3,44,9351133,32627
"Arte,Installazioni,Product Design",1054,45.4668418,9.1989609,3,65,9351133,32627
"Architettura,Illuminazione,Installazioni,Party,Product Design",904,45.4668515,9.1995489,3,46,9351133,32627
"Architettura,Arredo,Bagno,Cucina,Grafica,Party,Product Design",567,45.4523914,9.1668523,1,700,9436890,45429
"Architettura,Arredo,Arte,Conferenze, workshop,Cucina,Moda,Food & beverage,Party,Tecnologia",1008,45.4524797,9.1669884,1,730,9436890,45429
"Architettura,Arredo,Living,Party,Product Design",1006,45.4524797,9.1669884,1,730,9436890,45429
Tecnologia,589,45.4527291,9.1679637,1,671,9436890,45429
"Living,Tecnologia",1178,45.4524277,9.1671696,1,716,9436890,45429
"Installazioni,Tecnologia",1305,45.4524277,9.1671696,1,716,9436890,45429
"Altro,Living,Product Design",1333,45.4524277,9.1671696,1,716,9436890,45429
"Cucina,Moda,Living",1365,45.4524277,9.1671696,1,716,9436890,45429
"Architettura,Arredo,Bagno,Cucina,Grafica,Party,Product Design",567,45.4523914,9.1668523,2,1286,9436890,61853
"Architettura,Arredo,Arte,Conferenze, workshop,Cucina,Moda,Food & beverage,Party,Tecnologia",1008,45.4524797,9.1669884,2,1325,9436890,61853
"Architettura,Arredo,Living,Party,Product Design",1006,45.4524797,9.1669884,2,1325,9436890,61853
Tecnologia,589,45.4527291,9.1679637,2,1131,9436890,61853
"Living,Tecnologia",1178,45.4524277,9.1671696,2,1257,9436890,61853
"Installazioni,Tecnologia",1305,45.4524277,9.1671696,2,1257,9436890,61853
"Altro,Living,Product Design",1333,45.4524277,9.1671696,2,1257,9436890,61853
"Cucina,Moda,Living",1365,45.4524277,9.1671696,2,1257,9436890,61853
"Architettura,Arredo,Bagno,Cucina,Grafica,Party,Product Design",567,45.4523914,9.1668523,3,565,9436890,63262
"Architettura,Arredo,Arte,Conferenze, workshop,Cucina,Moda,Food & beverage,Party,Tecnologia",1008,45.4524797,9.1669884,3,574,9436890,63262
"Architettura,Arredo,Living,Party,Product Design",1006,45.4524797,9.1669884,3,574,9436890,63262
Tecnologia,589,45.4527291,9.1679637,3,631,9436890,63262
"Living,Tecnologia",1178,45.4524277,9.1671696,3,559,9436890,63262
"Installazioni,Tecnologia",1305,45.4524277,9.1671696,3,559,9436890,63262
"Altro,Living,Product Design",1333,45.4524277,9.1671696,3,559,9436890,63262
"Cucina,Moda,Living",1365,45.4524277,9.1671696,3,559,9436890,63262
