id_event,latitude,longitude,cluster
943,45.4791737,9.2031939,-7
1496,45.45488,9.19896,-6
1606,45.45772,9.20723,-6
1095,45.4795229,9.2426978,-8
248,45.4715179,9.1907218,-7
734,45.4715179,9.1907218,-7
58,45.4953034,9.1750311,-8
1608,45.4510205,9.2035493,-6
678,45.490243,9.222546,-1
27,45.47735220000001,9.148632199999998,-8
38,45.4525006,9.2090347,-6
1398,45.4525006,9.2090347,-6
46,45.4524451,9.1483884,-7
1376,45.4524451,9.1483884,-7
56,45.4552199,9.195673,-6
59,45.462405,9.221707,-8
53,45.5011511,9.1380724,-8
66,45.4823348,9.1762564,-2
68,45.460411,9.1646112,-7
81,45.441546,9.1758337,-7
85,45.4547624,9.178316699999998,-7
86,45.5041888,9.1668995,-3
88,45.4822096,9.1817989,-2
1091,45.44743029999999,9.1736061,-7
1468,45.4806413,9.1940049,-7
551,45.4842198,9.2155488,-1
561,45.4451977,9.1777308,-7
562,45.44859279999999,9.2001141,-6
1149,45.44859279999999,9.2001141,-6
570,45.4688533,9.1782323,-7
639,45.482765,9.1785474,-2
1367,45.468284,9.1775058,-7
997,45.4566813,9.2022087,-6
617,45.46658,9.15128,-8
640,45.4804748,9.197069099999998,-7
643,45.4813259,9.1899993,-7
603,45.4463383,9.1527811,-7
837,45.48106470000001,9.2219464,-5
841,45.4593854,9.165191900000002,-7
680,45.4797938,9.1937801,-7
679,45.4921778,9.2248614,-1
862,45.4810115,9.2012835,-7
923,45.4564844,9.1731991,-7
865,45.4694495,9.124017,-8
898,45.4571592,9.2162086,-6
889,45.4563688,9.1888804,-7
908,45.4571734,9.1751148,-7
896,45.4793217,9.1776496,-2
915,45.4480315,9.1686233,-7
914,45.4419104,9.1997828,-6
992,45.47519970000001,9.220874900000002,-5
922,45.4434484,9.1764234,-7
925,45.4681602,9.1617813,-7
926,45.4804133,9.1607552,-2
927,45.46702910000001,9.1533346,-8
931,45.4758725,9.1705355,-2
932,45.4598431,9.1745416,-7
936,45.4660618,9.1664255,-7
939,45.45449710000001,9.1958505,-6
1001,45.4922181,9.1888966,-4
955,45.4667453,9.1515938,-8
960,45.4885224,9.2197581,-1
982,45.4789273,9.2116443,-5
1059,45.4789273,9.2116443,-5
1000,45.4903964,9.1966155,-8
1023,45.4525439,9.2013605,-6
1002,45.50686,9.15997,-3
1038,45.5062482,9.1658406,-3
1007,45.4514764,9.2144874,-6
1022,45.4832864,9.1895612,-7
1070,45.4656924,9.2090392,-6
1088,45.4897162,9.1850952,-4
245,45.4855779,9.2039919,-7
1097,45.4497114,9.1746112,-7
1206,45.4460151,9.1632884,-7
891,45.4674588,9.1900112,-7
1215,45.4423442,9.2126851,-6
1144,45.457177,9.1755353,-7
1131,45.4671586,9.2134782,-6
1130,45.471735,9.2020372,-6
1142,45.4657623,9.1760651,-7
1148,45.469452,9.2045796,-6
1631,45.469452,9.2045796,-6
1170,45.4727679,9.2023695,-6
1204,45.4663592,9.1912448,-7
1158,45.4488161,9.1594586,-7
1222,45.4649231,9.191108300000002,-7
1237,45.467734,9.1637605,-7
1246,45.4511653,9.179896,-7
1243,45.4481578,9.205271,-6
1241,45.4810653,9.2013946,-7
1251,45.450869,9.1935409,-6
1253,45.4466683,9.1551668,-7
1254,45.4791091,9.1792995,-2
633,45.490477,9.215694,-1
1331,45.4823853,9.2013632,-7
1263,45.44421,9.20537,-6
1273,45.4519871,9.2050853,-6
1287,45.45158,9.20318,-6
1302,45.4568458,9.1892709,-7
1310,45.45271500000001,9.1867397,-7
553,45.4811386,9.172531800000002,-2
1321,45.49323,9.22118,-1
1332,45.4644685,9.2083392,-6
1338,45.4798159,9.1947756,-7
1346,45.4497114,9.1746112,-7
1350,45.4781119,9.2181445,-5
1345,45.538352,9.2474002,-8
1384,45.4566859,9.2084688,-6
1390,45.450816,9.2061584,-6
1391,45.4632666,9.2005058,-8
1556,45.4573713,9.1880759,-7
1393,45.4573713,9.1880759,-7
1431,45.47562620000001,9.2124556,-5
1441,45.4498268,9.1679536,-7
1464,45.4498268,9.1679536,-7
1461,45.4498268,9.1679536,-7
1460,45.4840601,9.1637652,-2
1470,45.48058560000001,9.1668378,-2
1490,45.4865665,9.2064977,-7
1517,45.4577267,9.1726231,-7
1498,45.4966089,9.1134104,-8
1503,45.4409221,9.1634589,-7
1510,45.4675603,9.214117,-6
1515,45.44578900000001,9.213158,-6
1430,45.4659761,9.2315958,-8
1524,45.4444092,9.1957876,-6
1602,45.4497004,9.1745035,-7
1563,45.4406752,9.1547035,-7
1584,45.5144341,9.229024699999998,-8
1382,45.45112520000001,9.1539703,-7
1604,45.4631845,9.1342411,-8
108,45.4676541,9.2063538,-6
1151,45.460064,9.205907,-6
995,45.465700700000006,9.1720901,-7
999,45.46944000000001,9.177622,-7
1028,45.4522928,9.2525646,-8
993,45.46903629999999,9.1647773,-7
727,45.4747301,9.1927563,-7
887,45.4602729,9.2062757,-6
769,45.4782556,9.1818843,-2
1418,45.4813131,9.191727,-7
787,45.4813131,9.191727,-7
1294,45.4813131,9.191727,-7
811,45.4806729,9.1964779,-7
1030,45.48707,9.23607,-8
1027,45.48707,9.23607,-8
1049,45.4819818,9.2491725,-8
1099,45.4598852,9.1756544,-7
1316,45.45253,9.18577,-7
1523,45.4783862,9.1817454,-2
1226,45.4655381,9.1645672,-7
1612,45.4688036,9.171419,-7
1643,45.4410546,9.2057135,-6
1645,45.5035886,9.1931862,-8
1647,45.4765665,9.217424,-5
1652,45.4157954,9.2401305,-8
1658,45.4562858,9.1601623,-7
1663,45.4738848,9.2426587,-8
1664,45.43701179999999,9.2025002,-6
1494,45.71289229999999,9.084831,-8
