id_event,latitude,longitude
850,45.4841916,9.2448054
959,45.4838791,9.2439323
1224,45.481663399999995,9.2461217
1592,45.481663399999995,9.2461217
1289,45.481663399999995,9.2461217
25,45.481663399999995,9.2461217
1064,45.481663399999995,9.2461217
604,45.4693909,9.1868108
1360,45.4906783,9.2207239
973,45.4811105,9.1559544
580,45.4811105,9.1559544
1161,45.4724338,9.2101802
949,45.470215100000004,9.2070581
1103,45.483241,9.23597
96,45.452940399999996,9.1666802
1616,45.453617,9.1593196
867,45.4750096,9.187012699999999
99,45.4683816,9.1958373
1179,45.471450899999994,9.1844023
1141,45.4627515,9.193942800000002
874,45.4542644,9.167437
1583,45.4513327,9.203064
838,45.482237,9.240127000000001
1094,45.482237,9.240127000000001
1607,45.482237,9.240127000000001
1627,45.482237,9.240127000000001
1625,45.482237,9.240127000000001
82,45.4723771,9.1829
894,45.480216,9.2028765
1054,45.4668418,9.1989609
1564,45.467465000000004,9.2004317
1566,45.467465000000004,9.2004317
1126,45.452551,9.165187699999999
1003,45.4577689,9.1720783
851,45.4759904,9.2070601
1311,45.483642700000004,9.171999699999999
1092,45.4559494,9.162599
77,45.4778411,9.1881534
747,45.4778411,9.1881534
1320,45.4505316,9.1572246
1042,45.49436,9.1866602
1069,45.46863,9.2042
892,45.4803653,9.1874776
1217,45.456441999999996,9.168811900000001
609,45.461760399999996,9.182440300000001
1374,45.461760399999996,9.182440300000001
1641,45.461760399999996,9.182440300000001
986,45.453714,9.162768199999999
943,45.479173700000004,9.2031939
950,45.4748344,9.2076002
956,45.470036,9.1823429
1598,45.4718294,9.194902699999998
1329,45.4566875,9.1842856
1128,45.4566875,9.1842856
899,45.47319,9.190010000000001
1271,45.4733569,9.1949261
1496,45.454879999999996,9.198960000000001
569,45.4729501,9.2063767
644,45.4753874,9.185339
1606,45.45772,9.207230000000001
1513,45.467112,9.2007965
1008,45.452479700000005,9.166988400000001
1006,45.452479700000005,9.166988400000001
1095,45.4795229,9.2426978
1249,45.472280299999994,9.184963900000001
248,45.4715179,9.1907218
734,45.4715179,9.1907218
62,45.462751000000004,9.193977199999999
63,45.462751000000004,9.193977199999999
645,45.471787400000004,9.1956323
1129,45.462264399999995,9.183442
1469,45.4700153,9.194877400000001
642,45.470000399999996,9.197019599999999
1480,45.467465000000004,9.2004317
1176,45.451550299999994,9.1616272
994,45.451550299999994,9.1616272
537,45.4580971,9.178933800000001
58,45.4953034,9.1750311
1608,45.4510205,9.2035493
678,45.490243,9.222546000000001
1588,45.4733569,9.1949261
26,45.4615371,9.174606800000001
27,45.477352200000006,9.148632199999998
30,45.4727679,9.1864055
1245,45.4727679,9.1864055
65,45.4689101,9.1981491
33,45.4741986,9.1870616
886,45.4741986,9.1870616
35,45.4695003,9.2000552
38,45.4525006,9.2090347
1398,45.4525006,9.2090347
41,45.4581104,9.1858156
45,45.4696061,9.18812
46,45.4524451,9.1483884
1376,45.4524451,9.1483884
49,45.4627001,9.183280499999999
50,45.453146000000004,9.1669629
591,45.453146000000004,9.1669629
56,45.455219899999996,9.195673
48,45.4630186,9.196327
91,45.4703568,9.183691
1276,45.4601863,9.1888088
59,45.462405,9.221707
53,45.5011511,9.1380724
60,45.4690942,9.1828492
61,45.4690942,9.1828492
66,45.4823348,9.1762564
68,45.460411,9.1646112
76,45.45342,9.1648
78,45.4786311,9.188462199999998
687,45.4786311,9.188462199999998
81,45.441546,9.1758337
85,45.4547624,9.178316699999998
555,45.45293,9.16657
86,45.504188799999994,9.1668995
87,45.456793,9.183733
88,45.482209600000004,9.1817989
90,45.4686382,9.1915023
854,45.4563494,9.166797
92,45.451373700000005,9.1722148
563,45.4612081,9.1894439
244,45.4711537,9.1935898
97,45.471494799999995,9.184711300000002
98,45.4519189,9.1818401
597,45.4788536,9.1872861
1632,45.4788536,9.1872861
1091,45.44743029999999,9.1736061
110,45.47051,9.184510000000001
1468,45.480641299999995,9.1940049
250,45.4649416,9.1983047
619,45.474393299999996,9.1886534
653,45.474393299999996,9.1886534
252,45.48323320000001,9.1817368
253,45.4648811,9.1991304
618,45.460366,9.1939856
1187,45.460366,9.1939856
536,45.470357,9.182224
808,45.470357,9.182224
538,45.459429799999995,9.1927109
1100,45.475424100000005,9.1845611
1138,45.475424100000005,9.1845611
539,45.475424100000005,9.1845611
1184,45.475424100000005,9.1845611
540,45.4538427,9.1681537
547,45.45967520000001,9.17983
551,45.4842198,9.2155488
893,45.4642902,9.1990275
561,45.4451977,9.1777308
611,45.4521113,9.1747567
560,45.4521113,9.1747567
562,45.44859279999999,9.2001141
1149,45.44859279999999,9.2001141
571,45.4814255,9.188296099999999
570,45.4688533,9.178232300000001
575,45.4763843,9.187522099999999
574,45.4714209,9.2065283
928,45.4507024,9.157986099999999
576,45.4507024,9.157986099999999
639,45.482765,9.1785474
602,45.463637799999994,9.1960243
1367,45.468284000000004,9.1775058
605,45.473741600000004,9.1840212
997,45.4566813,9.2022087
607,45.4876229,9.1859913
616,45.472086499999996,9.1861892
902,45.472086499999996,9.1861892
617,45.46658,9.15128
621,45.484027399999995,9.244691099999999
627,45.4664503,9.197970100000001
640,45.480474799999996,9.197069099999998
643,45.481325899999995,9.1899993
603,45.4463383,9.1527811
647,45.4552079,9.1676746
651,45.4553399,9.168097900000001
1104,45.4553399,9.168097900000001
837,45.481064700000005,9.2219464
836,45.4625196,9.1941359
660,45.45293,9.16657
675,45.459032,9.18114
1058,45.459032,9.18114
1628,45.459032,9.18114
841,45.4593854,9.165191900000002
680,45.479793799999996,9.1937801
676,45.4716489,9.1945804
679,45.4921778,9.2248614
835,45.4639743,9.197553300000001
840,45.4652946,9.19373
842,45.464085299999994,9.1804433
849,45.476203600000005,9.207736500000001
847,45.4754449,9.1870737
853,45.472168599999996,9.1736401
967,45.4632297,9.194487400000002
1200,45.4524972,9.1642715
1075,45.4524972,9.1642715
1032,45.4524972,9.1642715
1499,45.4524972,9.1642715
1512,45.4524972,9.1642715
1542,45.4524972,9.1642715
856,45.4524972,9.1642715
1377,45.4524972,9.1642715
858,45.4763672,9.2066924
862,45.4810115,9.2012835
923,45.4564844,9.1731991
869,45.472429999999996,9.188369999999999
865,45.469449499999996,9.124017
898,45.4571592,9.2162086
871,45.472826399999995,9.1867588
861,45.4746722,9.205376
875,45.4632698,9.197763400000001
859,45.4611455,9.1808102
881,45.4649006,9.2012103
884,45.474802000000004,9.1835085
889,45.4563688,9.1888804
1164,45.473627,9.185203699999999
1163,45.473213200000004,9.183713599999999
803,45.473213200000004,9.183713599999999
1629,45.473213200000004,9.183713599999999
908,45.4571734,9.1751148
896,45.4793217,9.1776496
1084,45.47224779999999,9.1838583
910,45.4543922,9.1674787
646,45.456405600000004,9.1663507
911,45.451412299999994,9.171053
912,45.4749553,9.2090486
915,45.4480315,9.1686233
914,45.4419104,9.199782800000001
917,45.4523279,9.160205
919,45.4568348,9.1626196
921,45.4528105,9.174831800000002
992,45.475199700000005,9.220874900000002
922,45.4434484,9.1764234
925,45.4681602,9.161781300000001
926,45.480413299999995,9.160755199999999
927,45.467029100000005,9.153334599999999
929,45.4729769,9.1949606
931,45.475872499999994,9.1705355
932,45.4598431,9.1745416
936,45.4660618,9.1664255
939,45.454497100000005,9.1958505
1001,45.4922181,9.1888966
951,45.4742205,9.209911199999999
952,45.451209999999996,9.160839999999999
1274,45.472142100000006,9.1830147
741,45.472142100000006,9.1830147
953,45.47492379999999,9.2102865
1451,45.473041200000004,9.186466000000001
1415,45.473041200000004,9.186466000000001
1458,45.473041200000004,9.186466000000001
754,45.473041200000004,9.186466000000001
955,45.4667453,9.1515938
1261,45.480579799999994,9.1878224
1522,45.480579799999994,9.1878224
958,45.480579799999994,9.1878224
960,45.4885224,9.2197581
963,45.4726281,9.2098222
969,45.4528874,9.166241000000001
1300,45.4720985,9.1865812
979,45.4654294,9.185900199999999
975,45.4765691,9.203279199999999
981,45.4753967,9.203911300000001
982,45.478927299999995,9.211644300000001
1059,45.478927299999995,9.211644300000001
983,45.471269799999995,9.1952523
1000,45.490396399999995,9.1966155
984,45.4726682,9.1957337
1334,45.4621016,9.1744973
987,45.4621016,9.1744973
1166,45.4734748,9.1850698
989,45.4537331,9.164010699999999
1484,45.4537331,9.164010699999999
990,45.46494570000001,9.1769766
1023,45.4525439,9.2013605
1002,45.506859999999996,9.15997
1038,45.5062482,9.165840600000001
1007,45.4514764,9.214487400000001
1009,45.451669700000004,9.1628374
1373,45.451669700000004,9.1628374
1010,45.4832141,9.2426231
1012,45.46816,9.1950143
1022,45.4832864,9.1895612
1105,45.4540783,9.169272900000001
1033,45.46079,9.181560000000001
1037,45.4827626,9.1833932
1043,45.4718738,9.1885976
1326,45.4718738,9.1885976
1052,45.4682283,9.1917103
1048,45.465421899999996,9.1859243
1296,45.465421899999996,9.1859243
1065,45.4703289,9.198929699999999
1060,45.4705554,9.184552199999999
1070,45.4656924,9.2090392
1071,45.453488899999996,9.181028699999999
1078,45.457074,9.1632345
1260,45.4762757,9.182958300000001
725,45.4762757,9.182958300000001
1088,45.489716200000004,9.1850952
245,45.485577899999996,9.2039919
1097,45.4497114,9.1746112
1098,45.480493599999996,9.186874900000001
1101,45.485006299999995,9.2469757
1102,45.4718738,9.1885976
1206,45.446015100000004,9.1632884
1330,45.4831857,9.2424646
1112,45.4768907,9.183535000000001
1111,45.4768907,9.183535000000001
1114,45.484072,9.245038699999998
109,45.4729742,9.1926106
833,45.4729742,9.1926106
891,45.467458799999996,9.190011199999999
1116,45.4539353,9.1689725
1117,45.4613492,9.1957768
1281,45.4530783,9.160796000000001
1159,45.4530783,9.160796000000001
1121,45.4542914,9.180052
1125,45.4823862,9.186912300000001
1215,45.4423442,9.2126851
1144,45.457177,9.1755353
1135,45.459748,9.179705199999999
1131,45.4671586,9.213478199999999
1132,45.4763222,9.1896571
1130,45.471734999999995,9.2020372
1142,45.465762299999994,9.1760651
1146,45.466117100000005,9.1841168
1148,45.469452000000004,9.2045796
1631,45.469452000000004,9.2045796
1290,45.4572789,9.1831731
1275,45.4626173,9.1834361
1140,45.4644016,9.1811591
1157,45.4656605,9.1804013
1186,45.45158370000001,9.1802343
1167,45.4773631,9.2087592
1174,45.4753944,9.183947300000002
1169,45.4738466,9.1872451
1170,45.4727679,9.202369500000001
1204,45.4663592,9.1912448
1190,45.4609179,9.190603900000001
1201,45.4738671,9.1834925
1158,45.4488161,9.159458599999999
1216,45.4641386,9.1873706
1218,45.4598778,9.1906516
1453,45.4598778,9.1906516
1222,45.4649231,9.191108300000002
1392,45.468918,9.2071381
1237,45.467734,9.1637605
1246,45.4511653,9.179896000000001
1243,45.4481578,9.205271
1241,45.4810653,9.2013946
1251,45.450869,9.1935409
1253,45.4466683,9.1551668
1254,45.4791091,9.179299499999999
1433,45.4674469,9.1982434
1435,45.4674469,9.1982434
1428,45.4674469,9.1982434
1423,45.4674469,9.1982434
1440,45.4674469,9.1982434
1306,45.451669700000004,9.1628374
633,45.490477,9.215694000000001
1258,45.4686527,9.196504199999998
1257,45.4668215,9.1983054
1331,45.4823853,9.2013632
1262,45.48405,9.24288
1263,45.44421,9.20537
1567,45.461884000000005,9.1816063
1264,45.461884000000005,9.1816063
1266,45.48332,9.24245
1268,45.46977639999999,9.1955313
1270,45.4507024,9.157986099999999
1272,45.4565863,9.183936300000001
1273,45.451987100000004,9.2050853
1313,45.482603499999996,9.2425858
1278,45.465958799999996,9.1986881
1279,45.4766971,9.1895921
1280,45.4644965,9.1963556
1282,45.47926,9.18943
1284,45.4740772,9.1951255
1288,45.4692467,9.208085699999998
1286,45.4539353,9.1689725
1370,45.4539353,9.1689725
1287,45.45158,9.20318
1123,45.48176289999999,9.241285099999999
1293,45.4696744,9.1921978
1297,45.465104700000005,9.198635000000001
1298,45.4535417,9.1814202
1302,45.456845799999996,9.1892709
1310,45.452715000000005,9.1867397
1308,45.468126,9.1953602
1314,45.453911100000006,9.158258199999999
553,45.4811386,9.172531800000002
1317,45.4881646,9.1872829
1321,45.49323,9.22118
1516,45.486369399999994,9.186908500000001
1323,45.453338200000005,9.167567
1312,45.469198600000006,9.198422
1324,45.45329,9.16126
1332,45.4644685,9.2083392
1338,45.4798159,9.1947756
1337,45.4639772,9.1939764
1346,45.4497114,9.1746112
1520,45.4571652,9.1807779
1532,45.4571652,9.1807779
1552,45.4571652,9.1807779
1519,45.4571652,9.1807779
1511,45.4571652,9.1807779
1533,45.4571652,9.1807779
1350,45.4781119,9.218144500000001
1363,45.4711869,9.1957025
1345,45.538352,9.2474002
1366,45.4682844,9.1989759
1384,45.4566859,9.2084688
1390,45.450815999999996,9.2061584
1391,45.463266600000004,9.2005058
1556,45.4573713,9.188075900000001
1393,45.4573713,9.188075900000001
1402,45.458626,9.181873
1406,45.4614745,9.190565300000001
1420,45.4690843,9.1979178
1421,45.4648513,9.1979052
1424,45.463741799999994,9.1984708
1429,45.4507024,9.157986099999999
1599,45.4507024,9.157986099999999
1431,45.47562620000001,9.2124556
1441,45.4498268,9.167953599999999
1464,45.4498268,9.167953599999999
1461,45.4498268,9.167953599999999
1452,45.471269799999995,9.1952523
1460,45.4840601,9.163765199999999
1470,45.480585600000005,9.166837800000001
1479,45.471174,9.2065975
1557,45.471174,9.2065975
1478,45.465421899999996,9.1859243
1482,45.467144899999994,9.1979536
1483,45.4613031,9.1835653
1485,45.472809399999996,9.1895784
1487,45.4688547,9.199953599999999
1490,45.486566499999995,9.2064977
1493,45.4752736,9.1852913
1517,45.4577267,9.1726231
1498,45.4966089,9.113410400000001
1534,45.4826458,9.242261599999999
1500,45.481788200000004,9.1836438
1501,45.4587597,9.1918498
1503,45.4409221,9.1634589
1506,45.4869903,9.1845687
1507,45.485114700000004,9.246165800000002
1510,45.467560299999995,9.214117
1515,45.445789000000005,9.213158
1430,45.4659761,9.231595800000001
1518,45.45282460000001,9.174553
1524,45.4444092,9.1957876
1529,45.4688638,9.1814372
1537,45.4509074,9.1712743
1540,45.4642811,9.174866
1545,45.469828,9.1851697
1579,45.4866779,9.186673800000001
1550,45.4840638,9.2447871
1558,45.48405,9.24296
1561,45.4619777,9.186632199999998
1602,45.4497004,9.1745035
1563,45.4406752,9.1547035
1565,45.4764388,9.207644300000002
1593,45.472003,9.1856301
1584,45.5144341,9.229024699999998
1382,45.45112520000001,9.153970300000001
1586,45.4679345,9.185703199999999
1585,45.4679345,9.185703199999999
1587,45.465421899999996,9.1859243
1589,45.457074,9.1632345
1591,45.4553953,9.162575
1595,45.4812041,9.187334300000002
1597,45.471457799999996,9.1937842
1603,45.464713700000004,9.178225099999999
1600,45.470982,9.1935194
1601,45.4813161,9.1870909
1604,45.4631845,9.134241099999999
1605,45.46458629999999,9.1930181
1292,45.4529865,9.165946400000001
707,45.4723263,9.1847888
664,45.4535803,9.1621007
108,45.467654100000004,9.2063538
723,45.4697074,9.1843046
904,45.466851500000004,9.1995489
980,45.471807,9.173696099999999
1120,45.471807,9.173696099999999
1214,45.471807,9.173696099999999
1050,45.471807,9.173696099999999
1171,45.471807,9.173696099999999
1046,45.471807,9.173696099999999
1580,45.471807,9.173696099999999
1151,45.460064,9.205907
828,45.4829034,9.1834614
821,45.474880999999996,9.187224
995,45.465700700000006,9.1720901
820,45.4714159,9.184275300000001
824,45.4715744,9.1851313
890,45.4721046,9.1863623
548,45.4721046,9.1863623
860,45.451082299999996,9.1600817
797,45.474858399999995,9.1870063
1197,45.474858399999995,9.1870063
882,45.481075,9.186792
966,45.484195,9.242980000000001
972,45.484195,9.242980000000001
970,45.484195,9.242980000000001
965,45.484195,9.242980000000001
1011,45.484195,9.242980000000001
974,45.484195,9.242980000000001
628,45.48377,9.243725
945,45.483634,9.243789999999999
942,45.483634,9.243789999999999
944,45.483634,9.243789999999999
746,45.47744,9.184510000000001
872,45.47744,9.184510000000001
1198,45.47744,9.184510000000001
819,45.469081700000004,9.186936900000001
668,45.453299,9.167164999999999
558,45.453299,9.167164999999999
1375,45.452870000000004,9.166803999999999
656,45.45323,9.165557000000002
976,45.484185,9.242797
737,45.47505,9.186299
720,45.4696002,9.1835282
814,45.4689526,9.186260699999998
822,45.471575,9.186072
756,45.474880999999996,9.187224
581,45.45149,9.162278
1371,45.4516093,9.162278
1448,45.45149,9.162278
1029,45.452683,9.173438
1025,45.452683,9.173438
1621,45.452683,9.173438
1407,45.473602,9.195083
749,45.469803000000006,9.18716
659,45.4516093,9.162211
999,45.469440000000006,9.177622
788,45.472118,9.186466000000001
728,45.471932,9.182062
743,45.4729321,9.187422300000001
615,45.480502,9.185941
1205,45.480502,9.185941
1005,45.480502,9.185941
830,45.480502,9.185941
626,45.452488,9.16513
713,45.474492,9.187107000000001
1419,45.451225,9.160838
1239,45.468941,9.18103
1357,45.464425,9.16663
1358,45.464425,9.16663
1356,45.464425,9.16663
985,45.464425,9.16663
1347,45.464425,9.16663
1351,45.464425,9.16663
1349,45.464425,9.16663
1354,45.464425,9.16663
1355,45.464425,9.16663
1353,45.464425,9.16663
722,45.471955,9.18542
1255,45.472778000000005,9.184788000000001
652,45.472778000000005,9.184788000000001
700,45.472778000000005,9.184788000000001
775,45.47012,9.182595
1265,45.476605,9.190471
1223,45.453908,9.163139
1056,45.459812,9.191628999999999
1152,45.459812,9.191628999999999
711,45.478733,9.18544
750,45.46925039999999,9.1868595
1295,45.4671105,9.201375
1462,45.4604794,9.194434
1436,45.4604794,9.194434
1437,45.4604794,9.194434
1426,45.4604794,9.194434
1476,45.4604794,9.194434
1456,45.4604794,9.194434
1425,45.4604794,9.194434
1475,45.4604794,9.194434
1474,45.4604794,9.194434
1432,45.4604794,9.194434
1412,45.473615,9.1950837
1414,45.460342,9.1941298
1344,45.463027200000006,9.174890199999998
1236,45.463027200000006,9.174890199999998
1343,45.463027200000006,9.174890199999998
1362,45.465681200000006,9.202905099999999
593,45.455248700000006,9.167628599999999
1015,45.4840991,9.245125999999999
1182,45.4840991,9.245125999999999
1188,45.4840991,9.245125999999999
800,45.472457399999996,9.1852365
752,45.471875399999995,9.1860375
809,45.4799033,9.1833335
991,45.4647274,9.198056800000002
729,45.4695652,9.1845089
721,45.473379,9.187990199999998
829,45.4719635,9.1820691
759,45.4734896,9.189586300000002
695,45.4786399,9.1882675
726,45.479285499999996,9.1861382
962,45.4840151,9.2429341
947,45.4840151,9.2429341
964,45.4840151,9.2429341
946,45.4840151,9.2429341
1018,45.4817774,9.245679800000001
1024,45.4817774,9.245679800000001
1057,45.4817774,9.245679800000001
977,45.48170820000001,9.2456139
978,45.48170820000001,9.2456139
832,45.4769859,9.1885234
589,45.4527291,9.1679637
757,45.4755914,9.1872906
1127,45.452618,9.1654245
559,45.452618,9.1654245
577,45.4542375,9.1634581
697,45.47168679999999,9.1860151
1252,45.47168679999999,9.1860151
669,45.4517569,9.162797300000001
1202,45.4517569,9.162797300000001
665,45.4640737,9.180712
1028,45.452292799999995,9.2525646
685,45.4751614,9.187131800000001
870,45.4751614,9.187131800000001
1133,45.4751614,9.187131800000001
40,45.4751614,9.187131800000001
689,45.475559000000004,9.187918
709,45.474815299999996,9.1871265
993,45.46903629999999,9.1647773
1185,45.48404420000001,9.2444895
1364,45.48404420000001,9.2444895
765,45.4691164,9.1864263
773,45.468050399999996,9.1920634
566,45.468050399999996,9.1920634
600,45.4523287,9.164408199999999
753,45.4762926,9.185718699999999
772,45.47017279999999,9.1848165
34,45.4580652,9.179615
718,45.4770412,9.1853578
815,45.472874299999994,9.1885136
751,45.475469399999994,9.187044199999999
599,45.453129700000005,9.167257300000001
598,45.453129700000005,9.167257300000001
1481,45.4622772,9.1844453
745,45.46884,9.184989999999999
1455,45.4598778,9.1906516
64,45.4598778,9.1906516
622,45.4727586,9.1964477
578,45.45304,9.1714735
1327,45.45304,9.1714735
727,45.4747301,9.192756300000001
719,45.47087,9.18348
810,45.478190600000005,9.188269900000002
717,45.474503799999994,9.188312
716,45.47206,9.186069999999999
714,45.47007,9.19164
590,45.4514698,9.1725561
612,45.4724846,9.183806599999999
629,45.4531742,9.1709032
658,45.4531742,9.1709032
657,45.4537785,9.1629472
674,45.4517289,9.1627945
1381,45.451764700000005,9.163286900000001
1077,45.451764700000005,9.163286900000001
1383,45.451764700000005,9.163286900000001
1173,45.451764700000005,9.163286900000001
1177,45.451764700000005,9.163286900000001
1388,45.451764700000005,9.163286900000001
1181,45.451764700000005,9.163286900000001
1045,45.451764700000005,9.163286900000001
1086,45.451764700000005,9.163286900000001
28,45.451764700000005,9.163286900000001
930,45.451764700000005,9.163286900000001
1397,45.451764700000005,9.163286900000001
1083,45.451764700000005,9.163286900000001
